title,keywords,everything,topic,authors,journal,links
the modified resisted internal rotation test for detection of gluteal tendon tears.,,the modified resisted internal rotation test for detection of gluteal tendon tears.,ORTHOPAEDICS/SURGERY,"Walker-Santiago R, Ortiz-Declet V, Maldonado DR, Wojnowski NM, Domb BG,",*Arthroscopy techniques*,* [The Modified Resisted Internal Rotation Test for Detection of Gluteal Tendon Tears.](https://www.ncbi.nlm.nih.gov/pubmed/31019887)
a biomechanical comparison of the arciero and laprade reconstruction for posterolateral corner knee injuries.,knee multiligament injury posterolateral corner reconstruction,a biomechanical comparison of the arciero and laprade reconstruction for posterolateral corner knee injuries.,ORTHOPAEDICS/SURGERY,"Treme GP, Salas C, Ortiz G, Gill GK, Johnson PJ, Menzer H, Richter DL, Qeadan F, Wascher DC, Schenck RC,",*Orthopaedic journal of sports medicine*,* [A Biomechanical Comparison of the Arciero and LaPrade Reconstruction for Posterolateral Corner Knee Injuries.](https://www.ncbi.nlm.nih.gov/pubmed/31019985)
biomechanical analysis of medial-row all-suture suture anchor fixation for rotator cuff repair in a pair-matched cadaveric model.,,biomechanical analysis of medial-row all-suture suture anchor fixation for rotator cuff repair in a pair-matched cadaveric model.,ORTHOPAEDICS/SURGERY,"Bernardoni ED, Frank RM, Veera SS, Waterman BR, Griffin JW, Shewman EF, Cole BJ, Romeo AA, Verma NN,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [Biomechanical Analysis of Medial-Row All-Suture Suture Anchor Fixation for Rotator Cuff Repair in a Pair-Matched Cadaveric Model.](https://www.ncbi.nlm.nih.gov/pubmed/31000387)
"minimally invasive, arthroscopic-assisted, anatomic posterolateral corner reconstruction.",,"minimally invasive, arthroscopic-assisted, anatomic posterolateral corner reconstruction.",ORTHOPAEDICS/SURGERY,"Hermanowicz K, Malinowski K, Góralczyk A, Guszczyn T, LaPrade RF,",*Arthroscopy techniques*,"* [Minimally Invasive, Arthroscopic-Assisted, Anatomic Posterolateral Corner Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/31019882)"
biomechanical analysis of latissimus dorsi tendon transfer with and without superior capsule reconstruction using dermal allograft.,superior capsule reconstruction cadaveric study latissimus dorsi subacromial contact pressure superior translation tendon transfer,biomechanical analysis of latissimus dorsi tendon transfer with and without superior capsule reconstruction using dermal allograft.,ORTHOPAEDICS/SURGERY,"Omid R, Stone MA, Lin CC, Patel NA, Itami Y, McGarry MH, Lee TQ,",*Journal of shoulder and elbow surgery*,* [Biomechanical analysis of latissimus dorsi tendon transfer with and without superior capsule reconstruction using dermal allograft.](https://www.ncbi.nlm.nih.gov/pubmed/31029520)
posterolateral plate fixation with pantalarlock<sup>®</sup> is more stable than nail fixation in tibiotalocalcaneal arthrodesis in a biomechanical cadaver study.,ankle arthrosis arthrodesis biomechanical testing hind foot deformity nail arthrodesis neuropathic hind foot deformity osteoporosis plate arthrodesis,posterolateral plate fixation with pantalarlock<sup>®</sup> is more stable than nail fixation in tibiotalocalcaneal arthrodesis in a biomechanical cadaver study.,ORTHOPAEDICS/SURGERY,"Gutteck N, Schilde S, Reichel M, Holtz A, Sahmel O, Hinz P, Kielstein H, Lange J, Delank KS, Martin H,",*Foot and ankle surgery : official journal of the European Society of Foot and Ankle Surgeons*,* [Posterolateral plate fixation with Pantalarlock<sup>®</sup> is more stable than nail fixation in tibiotalocalcaneal arthrodesis in a biomechanical cadaver study.](https://www.ncbi.nlm.nih.gov/pubmed/31031148)
the influence of radiographic markers of biomechanical variables on outcomes in reverse shoulder arthroplasty.,biomechanics acromial index critical shoulder angle outcomes range of motion reverse shoulder arthroplasty,the influence of radiographic markers of biomechanical variables on outcomes in reverse shoulder arthroplasty.,ORTHOPAEDICS/SURGERY,"Roberson TA, Shanley E, Abildgaard JT, Granade CM, Adams KJ, Griscom JT, Hunt Q, Nix Q, Kissenberth MJ, Tolan SJ, Hawkins RJ, Tokish JM,",*JSES open access*,* [The influence of radiographic markers of biomechanical variables on outcomes in reverse shoulder arthroplasty.](https://www.ncbi.nlm.nih.gov/pubmed/30984894)
first results of multicortical screw anchoring compared with conventional bicortical screw placement in the sacrum: a biomechanical investigation of a new screw design.,cement augmentation pedicle screw screw fixation screw loosening spondylodesis,first results of multicortical screw anchoring compared with conventional bicortical screw placement in the sacrum: a biomechanical investigation of a new screw design.,ORTHOPAEDICS/SURGERY,"Grevenstein D, Meyer C, Wegmann K, Hackl M, Bredow J, Eysel P, Prescher A, Scheyerer MJ,","*Clinical biomechanics (Bristol, Avon)*",* [First results of multicortical screw anchoring compared with conventional bicortical screw placement in the sacrum: A biomechanical investigation of a new screw design.](https://www.ncbi.nlm.nih.gov/pubmed/31005693)
biomechanical comparison between solid and cannulated intramedullary devices for midshaft clavicle fixation.,cannulated screw intramedullary device midshaft clavicle fracture,biomechanical comparison between solid and cannulated intramedullary devices for midshaft clavicle fixation.,ORTHOPAEDICS/SURGERY,"Wang SH, Lin HJ, Shen HC, Pan RY, Yang JJ,",*BMC musculoskeletal disorders*,* [Biomechanical comparison between solid and cannulated intramedullary devices for midshaft clavicle fixation.](https://www.ncbi.nlm.nih.gov/pubmed/31027505)
single sessions of high-definition transcranial direct current stimulation do not alter lower extremity biomechanical or corticomotor response variables post-stroke.,hd-tdcs tms anodal brain stimulation cathodal gait mobility tdcs,single sessions of high-definition transcranial direct current stimulation do not alter lower extremity biomechanical or corticomotor response variables post-stroke.,REHABILITATION,"Kindred JH, Kautz SA, Wonsetler EC, Bowden MG,",*Frontiers in neuroscience*,* [Single Sessions of High-Definition Transcranial Direct Current Stimulation Do Not Alter Lower Extremity Biomechanical or Corticomotor Response Variables Post-stroke.](https://www.ncbi.nlm.nih.gov/pubmed/31031579)
sarcopenia and lower limb pain are additively related to motor function and a history of falls and fracture in community-dwelling elderly people.,community elderly pain sarcopenia,sarcopenia and lower limb pain are additively related to motor function and a history of falls and fracture in community-dwelling elderly people.,REHABILITATION,"Maruya K, Fujita H, Arai T, Asahi R, Morita Y, Ishibashi H,",*Osteoporosis and sarcopenia*,* [Sarcopenia and lower limb pain are additively related to motor function and a history of falls and fracture in community-dwelling elderly people.](https://www.ncbi.nlm.nih.gov/pubmed/31008375)
differences in muscle activity and fatigue of the upper limb between task-specific training and robot assisted training among individuals post stroke.,electromyography occupational therapy rehabilitation,differences in muscle activity and fatigue of the upper limb between task-specific training and robot assisted training among individuals post stroke.,REHABILITATION,"Shahar N, Schwartz I, Portnoy S,",*Journal of biomechanics*,* [Differences in muscle activity and fatigue of the upper limb between Task-Specific training and robot assisted training among individuals post stroke.](https://www.ncbi.nlm.nih.gov/pubmed/30982537)
artificial neural network learns clinical assessment of spasticity in modified ashworth scale.,artificial intelligence modified ashworth scale relevance analysis spasticity assessment,artificial neural network learns clinical assessment of spasticity in modified ashworth scale.,REHABILITATION,"Park JH, Kim Y, Lee KJ, Yoon YS, Kang SH, Kim H, Park HS,",*Archives of physical medicine and rehabilitation*,* [Artificial Neural Network Learns Clinical Assessment of Spasticity in Modified Ashworth Scale.](https://www.ncbi.nlm.nih.gov/pubmed/31009599)
a randomized and controlled crossover study investigating the improvement of walking and posture functions in chronic stroke patients using hal exoskeleton - the halestro study (hal-exoskeleton stroke study).,exoskeleton hybrid assistive limb locomotor training physiotherapeutic approach stroke rehabilitation,a randomized and controlled crossover study investigating the improvement of walking and posture functions in chronic stroke patients using hal exoskeleton - the halestro study (hal-exoskeleton stroke study).,REHABILITATION,"Sczesny-Kaiser M, Trost R, Aach M, Schildhauer TA, Schwenkreis P, Tegenthoff M,",*Frontiers in neuroscience*,* [A Randomized and Controlled Crossover Study Investigating the Improvement of Walking and Posture Functions in Chronic Stroke Patients Using HAL Exoskeleton - The HALESTRO Study (HAL-Exoskeleton STROke Study).](https://www.ncbi.nlm.nih.gov/pubmed/30983953)
effects of performance-based training on gait and balance in individuals with incomplete spinal cord injury.,sci balance gait locomotor training performance,effects of performance-based training on gait and balance in individuals with incomplete spinal cord injury.,REHABILITATION,"Neville BT, Murray D, Rosen KB, Bryson CA, Collins JP, Guccione AA,",*Archives of physical medicine and rehabilitation*,* [Effects of Performance-Based Training on Gait and Balance in Individuals with Incomplete Spinal Cord Injury.](https://www.ncbi.nlm.nih.gov/pubmed/31026461)
falls in geriatric populations and hydrotherapy as an intervention: a brief review.,aging balance training geriatric falls hydrotherapy postural control,falls in geriatric populations and hydrotherapy as an intervention: a brief review.,REHABILITATION,"Turner AJ, Chander H, Knight AC,","*Geriatrics (Basel, Switzerland)*",* [Falls in Geriatric Populations and Hydrotherapy as an Intervention: A Brief Review.](https://www.ncbi.nlm.nih.gov/pubmed/31011106)
changes in total lower limb support moment in middle-aged patients undergoing arthroscopic partial meniscectomy - a longitudinal observational cohort study.,biomechanics gait joint loading knee meniscectomy support moment,changes in total lower limb support moment in middle-aged patients undergoing arthroscopic partial meniscectomy - a longitudinal observational cohort study.,REHABILITATION,"Holsgaard-Larsen A, Thorlund JB, Blackmore T, Creaby MW,",*The Knee*,* [Changes in total lower limb support moment in middle-aged patients undergoing arthroscopic partial meniscectomy - A longitudinal observational cohort study.](https://www.ncbi.nlm.nih.gov/pubmed/31031126)
optimising the late-stage rehabilitation and return-to-sport training and testing process after acl reconstruction.,,optimising the late-stage rehabilitation and return-to-sport training and testing process after acl reconstruction.,REHABILITATION,"Buckthorpe M,","*Sports medicine (Auckland, N.Z.)*",* [Optimising the Late-Stage Rehabilitation and Return-to-Sport Training and Testing Process After ACL Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/31004279)
bioinspired photodetachable dry self-cleaning surface.,,bioinspired photodetachable dry self-cleaning surface.,ROBOTICS,"Chen P, Li X, Ma J, Zhang R, Qin F, Wang J, Hu TS, Zhang Y, Xu Q,",*Langmuir : the ACS journal of surfaces and colloids*,* [Bioinspired Photodetachable Dry Self-Cleaning Surface.](https://www.ncbi.nlm.nih.gov/pubmed/30990696)
swimming performance of a tensegrity robotic fish.,swimming performance tensegrity joint tensegrity robotic fish,swimming performance of a tensegrity robotic fish.,ROBOTICS,"Chen B, Jiang H,",*Soft robotics*,* [Swimming Performance of a Tensegrity Robotic Fish.](https://www.ncbi.nlm.nih.gov/pubmed/30985267)
contribution of biomimetic collagen-ligand interaction to intrafibrillar mineralization.,,contribution of biomimetic collagen-ligand interaction to intrafibrillar mineralization.,ROBOTICS,"Song Q, Jiao K, Tonggu L, Wang LG, Zhang SL, Yang YD, Zhang L, Bian JH, Hao DX, Wang CY, Ma YX, Arola DD, Breschi L, Chen JH, Tay FR, Niu LN,",*Science advances*,* [Contribution of biomimetic collagen-ligand interaction to intrafibrillar mineralization.](https://www.ncbi.nlm.nih.gov/pubmed/30989106)
body randomization reduces the sim-to-real gap for compliant quadruped locomotion.,compliant robotics dynamics randomization knowledge transfer quadruped control simulation-reality gap,body randomization reduces the sim-to-real gap for compliant quadruped locomotion.,ROBOTICS,"Vandesompele A, Urbain G, Mahmud H, Wyffels F, Dambre J,",*Frontiers in neurorobotics*,* [Body Randomization Reduces the Sim-to-Real Gap for Compliant Quadruped Locomotion.](https://www.ncbi.nlm.nih.gov/pubmed/30983987)
self-supervised learning of the biologically-inspired obstacle avoidance of hexapod walking robot.,,self-supervised learning of the biologically-inspired obstacle avoidance of hexapod walking robot.,ROBOTICS,"Čížek P, Faigl J,",*Bioinspiration & biomimetics*,* [Self-supervised learning of the biologically-inspired obstacle avoidance of hexapod walking robot.](https://www.ncbi.nlm.nih.gov/pubmed/30995613)
fifobots: foldable soft robots for flipping locomotion.,flipping locomotion folding deformation pneumatic artificial muscles soft actuators soft robotics,fifobots: foldable soft robots for flipping locomotion.,ROBOTICS,"Wang J, Fei Y, Liu Z,",*Soft robotics*,* [FifoBots: Foldable Soft Robots for Flipping Locomotion.](https://www.ncbi.nlm.nih.gov/pubmed/31017561)
kinematics and workspace analysis of a spherical exoskeleton parallel mechanism.,hip joint kinematics parallel mechanism singularity workspace,kinematics and workspace analysis of a spherical exoskeleton parallel mechanism.,ROBOTICS,"Zhao Y, Xia H, Yao Y, Li R,",*Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi*,* [[Kinematics and workspace analysis of a spherical exoskeleton parallel mechanism].](https://www.ncbi.nlm.nih.gov/pubmed/31016937)
neuromechanical control of leg length and orientation in children and adults during single-leg hopping.,development inter-segment coordination locomotion segment angle uncontrolled manifold analysis variability,neuromechanical control of leg length and orientation in children and adults during single-leg hopping.,ROBOTICS,"Beerse M, Wu J,",*Experimental brain research*,* [Neuromechanical control of leg length and orientation in children and adults during single-leg hopping.](https://www.ncbi.nlm.nih.gov/pubmed/31030280)
effects of motor skill interventions on fundamental movement skills in children and adolescents with intellectual disabilities: a systematic review.,balance skills locomotor skills motor skills object control skills stability skills,effects of motor skill interventions on fundamental movement skills in children and adolescents with intellectual disabilities: a systematic review.,SPORT/EXERCISE,"Maïano C, Hue O, April J,",*Journal of intellectual disability research : JIDR*,* [Effects of motor skill interventions on fundamental movement skills in children and adolescents with intellectual disabilities: a systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/31033077)
the aerodynamic impact of a range of prostheses designs when cycling with a trans-tibial amputation.,prostheses aerodynamics cycling performance enhancement,the aerodynamic impact of a range of prostheses designs when cycling with a trans-tibial amputation.,SPORT/EXERCISE,"Dyer B, Disley BX,",*Disability and rehabilitation. Assistive technology*,* [The aerodynamic impact of a range of prostheses designs when cycling with a trans-tibial amputation.](https://www.ncbi.nlm.nih.gov/pubmed/31012750)
"effect of col5a1, gdf5, and ppara genes on a movement screen and neuromuscular performance in adolescent team sport athletes.",,"effect of col5a1, gdf5, and ppara genes on a movement screen and neuromuscular performance in adolescent team sport athletes.",SPORT/EXERCISE,"Stastny P, Lehnert M, De Ste Croix M, Petr M, Svoboda Z, Maixnerova E, Varekova R, Botek M, Petrek M, Kocourkova L, Cięszczyk P,",*Journal of strength and conditioning research*,"* [Effect of COL5A1, GDF5, and PPARA Genes on a Movement Screen and Neuromuscular Performance in Adolescent Team Sport Athletes.](https://www.ncbi.nlm.nih.gov/pubmed/30985523)"
an assessment of the utility and functionality of wearable head impact sensors in australian football.,australian football concussion head impact biomechanics sports injury wearable sensors,an assessment of the utility and functionality of wearable head impact sensors in australian football.,SPORT/EXERCISE,"McIntosh AS, Willmott C, Patton DA, Mitra B, Brennan JH, Dimech-Betancourt B, Howard TS, Rosenfeld JV,",*Journal of science and medicine in sport*,* [An assessment of the utility and functionality of wearable head impact sensors in Australian Football.](https://www.ncbi.nlm.nih.gov/pubmed/31000457)
characterizing trunk muscle activations during simulated low-speed rear impact collisions.,biomechanics electromyography lumbar spine motor vehicle collision rear impact,characterizing trunk muscle activations during simulated low-speed rear impact collisions.,SPORT/EXERCISE,"Fewster KM, Viggiani D, Gooyers CE, Parkinson RJ, Callaghan JP,",*Traffic injury prevention*,* [Characterizing trunk muscle activations during simulated low-speed rear impact collisions.](https://www.ncbi.nlm.nih.gov/pubmed/31013170)
a state-of-the-art review on badminton lunge attributes.,attributes badminton kinematics kinetics lunge performance,a state-of-the-art review on badminton lunge attributes.,SPORT/EXERCISE,"Lee JJJ, Loh WP,",*Computers in biology and medicine*,* [A state-of-the-art review on badminton lunge attributes.](https://www.ncbi.nlm.nih.gov/pubmed/31005013)
functional tests of the competitive exclusion hypothesis for multituberculate extinction.,multituberculata rodentia digital reconstruction finite-element analysis macroevolution mammalian evolution,functional tests of the competitive exclusion hypothesis for multituberculate extinction.,SPORT/EXERCISE,"Adams NF, Rayfield EJ, Cox PG, Cobb SN, Corfe IJ,",*Royal Society open science*,* [Functional tests of the competitive exclusion hypothesis for multituberculate extinction.](https://www.ncbi.nlm.nih.gov/pubmed/31032010)
the effect of limb dominance on change of direction biomechanics: a systematic review of its importance for injury risk.,anterior cruciate ligament asymmetries cutting limb preference,the effect of limb dominance on change of direction biomechanics: a systematic review of its importance for injury risk.,SPORT/EXERCISE,"Dos'Santos T, Bishop C, Thomas C, Comfort P, Jones PA,",*Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine*,* [The effect of limb dominance on change of direction biomechanics: A systematic review of its importance for injury risk.](https://www.ncbi.nlm.nih.gov/pubmed/30986764)
exploring the role of wearable technology in sport kinematics and kinetics: a systematic review.,athlete coaching kinematics motion analysis sensors sports performance wearables,exploring the role of wearable technology in sport kinematics and kinetics: a systematic review.,SPORT/EXERCISE,"Adesida Y, Papi E, McGregor AH,","*Sensors (Basel, Switzerland)*",* [Exploring the Role of Wearable Technology in Sport Kinematics and Kinetics: A Systematic Review.](https://www.ncbi.nlm.nih.gov/pubmed/30987014)
characteristics of contact force and muscle activation during choreographed falls with two common landing techniques in contemporary dance.,biomechanics injury modern contemporary dance prevention,characteristics of contact force and muscle activation during choreographed falls with two common landing techniques in contemporary dance.,SPORT/EXERCISE,"Van Ramshorst C, Choi WJ,",*Journal of applied biomechanics*,* [Characteristics of Contact Force and Muscle Activation During Choreographed Falls With Two Common Landing Techniques in Contemporary Dance.](https://www.ncbi.nlm.nih.gov/pubmed/31034327)
biomechanical risk factors associated with running-related injuries: a systematic review.,,biomechanical risk factors associated with running-related injuries: a systematic review.,SPORT/EXERCISE,"Ceyssens L, Vanelderen R, Barton C, Malliaras P, Dingenen B,","*Sports medicine (Auckland, N.Z.)*",* [Biomechanical Risk Factors Associated with Running-Related Injuries: A Systematic Review.](https://www.ncbi.nlm.nih.gov/pubmed/31028658)
single leg landing movement differences between male and female badminton players after overhead stroke in the backhand-side court.,anterior cruciate ligament injury gender single leg landing,single leg landing movement differences between male and female badminton players after overhead stroke in the backhand-side court.,SPORT/EXERCISE,"Zhao X, Gu Y,",*Human movement science*,* [Single leg landing movement differences between male and female badminton players after overhead stroke in the backhand-side court.](https://www.ncbi.nlm.nih.gov/pubmed/31029835)
motor competence and health-related fitness in children: a cross-cultural comparison between portugal and the united states.,children cross-cultural comparison health-related fitness motor competence,motor competence and health-related fitness in children: a cross-cultural comparison between portugal and the united states.,SPORT/EXERCISE,"Luz C, Cordovil R, Rodrigues LP, Gao Z, Goodway JD, Sacko RS, Nesbitt DR, Ferkel RC, True LK, Stodden DF,",*Journal of sport and health science*,* [Motor competence and health-related fitness in children: A cross-cultural comparison between Portugal and the United States.](https://www.ncbi.nlm.nih.gov/pubmed/30997259)
kinematics and electromyographic activity of horse riders during various cross-country jumps in equestrian.,motion activation horse riders neuromuscular fatigue,kinematics and electromyographic activity of horse riders during various cross-country jumps in equestrian.,SPORT/EXERCISE,"Fortier Guillaume J, Laroche D, Babault N,",*Sports biomechanics*,* [Kinematics and electromyographic activity of horse riders during various cross-country jumps in equestrian.](https://www.ncbi.nlm.nih.gov/pubmed/30994050)
acute resistance exercise: physiological and biomechanical alterations during a subsequent swim-training session.,competitive swimmers concurrent training recovery,acute resistance exercise: physiological and biomechanical alterations during a subsequent swim-training session.,SPORT/EXERCISE,"Arsoniadis GG, Bogdanis GC, Terzis G, Toubekis AG,",*International journal of sports physiology and performance*,* [Acute Resistance Exercise: Physiological and Biomechanical Alterations During a Subsequent Swim-Training Session.](https://www.ncbi.nlm.nih.gov/pubmed/31034259)
comparing biomechanical time series data during the hang-power clean and jump shrug.,,comparing biomechanical time series data during the hang-power clean and jump shrug.,SPORT/EXERCISE,"Kipp K, Comfort P, Suchomel TJ,",*Journal of strength and conditioning research*,* [Comparing Biomechanical Time Series Data During the Hang-Power Clean and Jump Shrug.](https://www.ncbi.nlm.nih.gov/pubmed/31009429)
inter-session reliability of the tennis serve and influence of the laboratory context.,biomechanics protocol repeatability sport test-retest,inter-session reliability of the tennis serve and influence of the laboratory context.,SPORT/EXERCISE,"Tubez F, Forthomme B, Croisier JL, Brüls O, Denoël V, Paulus J, Schwartz C,",*Journal of human kinetics*,* [Inter-Session Reliability of the Tennis Serve and Influence of the Laboratory Context.](https://www.ncbi.nlm.nih.gov/pubmed/30988840)
"fundamental motor skills, screen-time, and physical activity in preschoolers.",fundamental motor skills physical activity preschool screen-time,"fundamental motor skills, screen-time, and physical activity in preschoolers.",SPORT/EXERCISE,"Webster EK, Martin CK, Staiano AE,",*Journal of sport and health science*,"* [Fundamental motor skills, screen-time, and physical activity in preschoolers.](https://www.ncbi.nlm.nih.gov/pubmed/30997257)"
social-ecological correlates of fundamental movement skills in young children.,activity environment fundamental movement skills parent education perceived cognitive competence preschool children,social-ecological correlates of fundamental movement skills in young children.,SPORT/EXERCISE,"Zeng N, Johnson SL, Boles RE, Bellows LL,",*Journal of sport and health science*,* [Social-ecological correlates of fundamental movement skills in young children.](https://www.ncbi.nlm.nih.gov/pubmed/30997258)
visual-spatial memory deficits are related to increased knee valgus angle during a sport-specific sidestep cut.,acl cognition dual task knee valgus,visual-spatial memory deficits are related to increased knee valgus angle during a sport-specific sidestep cut.,SPORT/EXERCISE,"Monfort SM, Pradarelli JJ, Grooms DR, Hutchison KA, Onate JA, Chaudhari AMW,",*The American journal of sports medicine*,* [Visual-Spatial Memory Deficits Are Related to Increased Knee Valgus Angle During a Sport-Specific Sidestep Cut.](https://www.ncbi.nlm.nih.gov/pubmed/30986095)
the relationships between the quadratus plantae and the flexor digitorum longus and the flexor hallucis longus.,anatomical study biomechanical function classification,the relationships between the quadratus plantae and the flexor digitorum longus and the flexor hallucis longus.,TENDON/LIGAMENT,"Edama M, Takabayashi T, Inai T, Kikumoto T, Hirabayashi R, Ito W, Nakamura E, Ikezu M, Kaneko F, Kageyama I,",*Surgical and radiologic anatomy : SRA*,* [The relationships between the quadratus plantae and the flexor digitorum longus and the flexor hallucis longus.](https://www.ncbi.nlm.nih.gov/pubmed/30989352)
lateral extra-articular reconstruction length changes during weightbearing knee flexion and pivot shift: a simulation study.,anterior cruciate ligament anterolateral ligament biomechanics computer modeling knee,lateral extra-articular reconstruction length changes during weightbearing knee flexion and pivot shift: a simulation study.,TENDON/LIGAMENT,"Blache Y, Kouevidjin B, de Guise J, Dumas R, Saithna A, Sonnery-Cottet B, Thaunat M,","*Orthopaedics & traumatology, surgery & research : OTSR*",* [Lateral extra-articular reconstruction length changes during weightbearing knee flexion and pivot shift: A simulation study.](https://www.ncbi.nlm.nih.gov/pubmed/31005698)
biomechanical comparison of four prosthetic ligament repair techniques for tarsal medial collateral ligament injury in dogs.,,biomechanical comparison of four prosthetic ligament repair techniques for tarsal medial collateral ligament injury in dogs.,TENDON/LIGAMENT,"Martin Y, Johnson MD, Travers CJ, Colee J, McConkey MJ, Banks SA,",*American journal of veterinary research*,* [Biomechanical comparison of four prosthetic ligament repair techniques for tarsal medial collateral ligament injury in dogs.](https://www.ncbi.nlm.nih.gov/pubmed/31034275)
patellar and hamstring autografts are associated with different jump task loading asymmetries after acl reconstruction.,"
ikdc
 biomechanics counter-movement jump ground reaction force impulse isokinetic dynamometry phase-specific",patellar and hamstring autografts are associated with different jump task loading asymmetries after acl reconstruction.,TENDON/LIGAMENT,"Miles JJ, King E, Falvey ÉC, Daniels KAJ,",*Scandinavian journal of medicine & science in sports*,* [Patellar and hamstring autografts are associated with different jump task loading asymmetries after ACL reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/31034636)
sensitivity analysis for the mechanics of tendons and ligaments: investigation on the effects of collagen structural properties via a multiscale modelling approach.,multiscale modeling sensitivity analysis tendons and ligaments mechanics uncertainty quantification,sensitivity analysis for the mechanics of tendons and ligaments: investigation on the effects of collagen structural properties via a multiscale modelling approach.,TENDON/LIGAMENT,"Hamdia KM, Marino M, Zhuang X, Wriggers P, Rabczuk T,",*International journal for numerical methods in biomedical engineering*,* [Sensitivity analysis for the mechanics of tendons and ligaments: investigation on the effects of collagen structural properties via a multiscale modelling approach.](https://www.ncbi.nlm.nih.gov/pubmed/30989796)
a biomechanical comparison of alternative graft preparations for all-inside anterior cruciate ligament reconstruction.,,a biomechanical comparison of alternative graft preparations for all-inside anterior cruciate ligament reconstruction.,TENDON/LIGAMENT,"Richardson MW, Tsouris ND, Hassan CR, Elbayar JH, Qin YX, Komatsu DE, Rizzi AV, Paci JM,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [A Biomechanical Comparison of Alternative Graft Preparations for All-Inside Anterior Cruciate Ligament Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/30987907)
the influence of full-thickness supraspinatus tears on abduction moments: the importance of the central tendon.,biomechanics in vitro rotator cuff,the influence of full-thickness supraspinatus tears on abduction moments: the importance of the central tendon.,TENDON/LIGAMENT,"Thompson SM, Prinold JAI, Hill AM, Reilly P, Emery RJH, Bull AMJ,",*Shoulder & elbow*,* [The influence of full-thickness supraspinatus tears on abduction moments: the importance of the central tendon.](https://www.ncbi.nlm.nih.gov/pubmed/31019558)
predictors of healing ligament size and magnetic resonance signal intensity at 6 months after bridge-enhanced anterior cruciate ligament repair.,acl mri biomechanics outcome repair research,predictors of healing ligament size and magnetic resonance signal intensity at 6 months after bridge-enhanced anterior cruciate ligament repair.,TENDON/LIGAMENT,"Murray MM, Kiapour AM, Kalish LA, Ecklund K, Freiberger C, Henderson R, Kramer D, Micheli L, Yen YM, Fleming BC,",*The American journal of sports medicine*,* [Predictors of Healing Ligament Size and Magnetic Resonance Signal Intensity at 6 Months After Bridge-Enhanced Anterior Cruciate Ligament Repair.](https://www.ncbi.nlm.nih.gov/pubmed/30986359)
the relationship between knee muscle strength and knee biomechanics during running at 6 and 12 months after anterior cruciate ligament reconstruction.,,the relationship between knee muscle strength and knee biomechanics during running at 6 and 12 months after anterior cruciate ligament reconstruction.,TENDON/LIGAMENT,"Asaeda M, Deie M, Kono Y, Mikami Y, Kimura H, Adachi N,","*Asia-Pacific journal of sports medicine, arthroscopy, rehabilitation and technology*",* [The relationship between knee muscle strength and knee biomechanics during running at 6 and 12 months after anterior cruciate ligament reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/30984558)
line-field optical coherence tomography as a tool for in vitro characterization of corneal biomechanics under physiological pressures.,,line-field optical coherence tomography as a tool for in vitro characterization of corneal biomechanics under physiological pressures.,TISSUE/BIOMATERIAL,"Kazaili A, Lawman S, Geraghty B, Eliasy A, Zheng Y, Shen Y, Akhtar R,",*Scientific reports*,* [Line-Field Optical Coherence Tomography as a tool for In vitro characterization of corneal biomechanics under physiological pressures.](https://www.ncbi.nlm.nih.gov/pubmed/31004101)
personalized design of functional gradient bone tissue engineering scaffold.,,personalized design of functional gradient bone tissue engineering scaffold.,TISSUE/BIOMATERIAL,"Chen W, Dai N, Wang J, Liu H, Li D, Liu L,",*Journal of biomechanical engineering*,* [Personalized Design of Functional Gradient Bone Tissue Engineering Scaffold.](https://www.ncbi.nlm.nih.gov/pubmed/31017616)
"pulling force deforms hair follicle root sheath nuclei and surrounding dermal collagen matrix differently at infundibulum, isthmus and suprabulbar regions.",hair follicle lamin a/c biomechanics collagen multiphoton microscopy,"pulling force deforms hair follicle root sheath nuclei and surrounding dermal collagen matrix differently at infundibulum, isthmus and suprabulbar regions.",TISSUE/BIOMATERIAL,"Johnson S, Cowley K, Hawkins TJ, Määttä A,",*Experimental dermatology*,"* [Pulling force deforms hair follicle root sheath nuclei and surrounding dermal collagen matrix differently at infundibulum, isthmus and suprabulbar regions.](https://www.ncbi.nlm.nih.gov/pubmed/31021445)"
