,title,topic,pred_val,authors,journal,links,full_title,abstract,new_topic
245,augmentation plate osteosynthesis proximal humeral fractures systematic review current biomechanical clinical studies,ORTHOPAEDICS/SURGERY,87.7% ORTHOPAEDICS/SURGERY; 4.3% MODELING; 2.1% BONE,"Biermann N, Prall WC, Böcker W, Mayr HO, Haasters F,",*Archives of orthopaedic and trauma surgery*,* [Augmentation of plate osteosynthesis for proximal humeral fractures: a systematic review of current biomechanical and clinical studies.](https://www.ncbi.nlm.nih.gov/pubmed/30903343),Augmentation of plate osteosynthesis for proximal humeral fractures: a systematic review of current biomechanical and clinical studies.,"Secondary dislocation due to loss of fixation is the most common complication after plate fixation of proximal humeral fractures. A wide range of different techniques for augmentation has been described to improve the primary and secondary stability. Nevertheless, comparative analyses on the specific advantages and limitations are missing. Therefore, the aim of the present article was to systematically review and evaluate the current biomechanical and clinical studies.",
246,dynamic knee control movement strategies athletes non athletes side hops implications knee injury,ORTHOPAEDICS/SURGERY,78.9% ORTHOPAEDICS/SURGERY; 7.3% JOINT/CARTILAGE; 2.0% DENTAL/ORAL/FACIAL,"Markström JL, Grip H, Schelin L, Häger CK,",*Scandinavian journal of medicine & science in sports*,* [Dynamic knee control and movement strategies in athletes and non-athletes in side hops: Implications for knee injury.](https://www.ncbi.nlm.nih.gov/pubmed/30972848),Dynamic knee control and movement strategies in athletes and non-athletes in side hops: Implications for knee injury.,"Athletes exposed to rapid maneuvers need a high level of dynamic knee stability and robustness, while also controlling whole body movement, to decrease the risk of non-contact knee injury. The effects of high-level athletic training on such measures of movement control have not, however, been thoroughly evaluated. This study investigated whether elite athletes (who regularly perform knee-specific neuromuscular training) show greater dynamic knee robustness and/or different movement strategies than non-athletic controls, in relation to overall knee function. Thirty-nine women (19 athletes, 20 controls) performed standardized rebound side hops (SRSH) while a motion capture system synchronized with two force plates registered three-dimensional trunk, hip, and knee joint angles and moments. Dynamic knee robustness was evaluated using finite helical axis (FHA) inclination angles extracted from knee rotation intervals of 10°, analyzed with independent t tests. Angle and moment curves were analyzed with inferential methods for functional data. Athletes had superior knee function (less laxity, greater hop performances, and strength) but presented similar FHA inclination angles to controls. Movement strategies during the landing phase differed; athletes presented larger (a) hip flexion angles (during 9%-29% of the phase), (b) hip adduction moments (59%-99%), (c) hip internal rotation moments (83%-89%), and (d) knee flexion moments (79%-93%). Thus, elite athletes may have a greater ability than non-athletes to keep the knee robust while performing SRSH more efficiently through increased engagement of the hip. However, dynamic knee robustness associated with lower FHA inclination angles still show room for improvement, thus possibly decreasing knee injury risk.",
247,traumatic quadruple amputee rehabilitation amputation prosthetic functionality case report,REHABILITATION,97.2% REHABILITATION; 1.3% GAIT/LOCOMOTION; 0.3% METHODS,"Monné Cuevas P, Borrás Correa A, Vidal Fortuny E, Ángeles Diaz Vela M, Calvo Sanz J,",*Disability and rehabilitation. Assistive technology*,* [Traumatic quadruple amputee rehabilitation: from amputation to prosthetic functionality: a case report.](https://www.ncbi.nlm.nih.gov/pubmed/31373523),Traumatic quadruple amputee rehabilitation: from amputation to prosthetic functionality: a case report.,"<b>Introduction:</b> Traumatic quadruple amputations limit daily living activities; however, the current literature regarding rehabilitation treatment for multi-limb amputations is scant. The patient showed adaptation to prosthetic fittings, acquiring a level of functional independence that enabled the patient to lead a nearly independent life. <b>Methods:</b> The patient's therapeutic intervention was divided into a pre-prosthetic phase, which consisted of functional physical adaptation to the amputation and preparation for the prostheses, and a prosthetic phase, in which different myoelectric and microprocessor limb prostheses were integrated to be used functionally. Its functional use was favored by the training with contact electromyography feedback carried out with the Biometrics E-Link System<sup>®</sup> for the upper extremities that has made it possible to obtain many grip options in a natural way, for the lower extremities the use of the intelligent passive prostheses has overcome the functional capacity achieved in this type of patients referenced in the literature who had used prostheses of previous generations such as mechanical passive prostheses. <b>Results:</b> With rehabilitation, the patient showed improvements in the following scales and questionnaires (initial vs. final values): Disabilities of the Arm, Shoulder, and Hand Questionnaire; Functional Independence Measure; Berg Balance Scale; Locomotor Capabilities Index in Amputees (an assessment of overall motor capacity); and Special Interest Group in Amputee Medicine scale (an assessment of the degree of mobility). <b>Conclusions:</b> The patient's age, psychological status, and family and personal support, in addition to technical and economic resources used for next-generation prostheses adapted to this clinical case, were crucial for his progress. IMPLICATIONS FOR REHABILITATION The use of next-generation myoelectric and microprocessor prostheses makes it possible to achieve greater end functionality in quadruple amputees. Proximal amputation levels present greater difficulty in achieving good functionality. Early and intensive rehabilitation could favour and contribute towards improving psychological states. Age, psychological status, and pain management are aspects to take into account during the rehabilitation process.",
248,testing 3d printed hand exoskeleton individual stroke case,REHABILITATION,98.0% REHABILITATION; 0.5% GAIT/LOCOMOTION; 0.4% METHODS,"Dudley DR, Knarr BA, Siu KC, Peck J, Ricks B, Zuniga JM,",*Disability and rehabilitation. Assistive technology*,* [Testing of a 3D printed hand exoskeleton for an individual with stroke: a case study.](https://www.ncbi.nlm.nih.gov/pubmed/31385727),Testing of a 3D printed hand exoskeleton for an individual with stroke: a case study.,"<b>Introduction:</b> Many individuals with stroke still have functional difficulties with their affected hand after going through a rehabilitation program. A 3D printed upper limb exoskeleton was designed for an individual who had a stroke. Functional and neuromuscular outcomes were measured using his affected hand with and without a 3D printed passive exoskeleton. The goal of this study was to determine the functional and neuromuscular changes induced by the 3D printed exoskeleton in a participant with stroke. <b>Materials and methods:</b> The functional ability of the exoskeleton was assessed using the Fugl-Meyer Assessment and the Box and Block Test. Strength testing and muscle activation of the participant's forearms were measured during maximal voluntary contractions. Furthermore, EMG was measured during the Box and Block Test and satisfaction and usability of the 3D printed exoskeleton were assessed using standardized questionnaires. <b>Results:</b> The exoskeleton improved both the participant's Fugl-Meyer Assessment scores and Box and Block test scores compared to not wearing the device. The subject had increased EMG activation in his extensor when wearing the exoskeleton. <b>Conclusion:</b> The inexpensive 3D printed exoskeleton was effective in assisting the participant with stroke during the functional assessments and has the potential to be used to help regain function of the hand in the home setting of an individual with stroke. IMPLICATIONS FOR REHABILITATION A 3D printed passive hand exoskeleton may assist to accomplish rehabilitation outcomes by increasing function of the affected hand of patients with stroke. The use of this hand exoskeleton may be used to improve gross hand dexterity and assist with functional grasps during rehabilitation sessions with a lower patient's level of perceived exertion. The use of new antimicrobial 3D printing polymers can be effectively implemented to manufacture assistive devices to prevent skin infections during rehabilitation.",
249,polyethylene versus metal backed tibial components total knee arthroplasty,REHABILITATION,44.3% REHABILITATION; 21.1% TENDON/LIGAMENT; 12.6% SPORT/EXERCISE,"AbuMoussa S, White CC, Eichinger JK, Friedman RJ,",*The journal of knee surgery*,* [All-Polyethylene versus Metal-Backed Tibial Components in Total Knee Arthroplasty.](https://www.ncbi.nlm.nih.gov/pubmed/30959547),All-Polyethylene versus Metal-Backed Tibial Components in Total Knee Arthroplasty.,"All-polyethylene tibial (APT) implants were incorporated into the initial design of the first total knee arthroplasty (TKA) systems. Since then, a dynamic shift has taken place and metal-backed tibial (MBT) implants have become the gold standard in TKA. This has mostly been due to the theoretical advantages of intraoperative flexibility and improved biomechanics in addition to the heavy influence of device manufacturers. MBT implant comes not only with a higher cost but also with potential for complications such as osteolysis, backside wear, and thinning of the polyethylene insert, which were not previously seen with APT implant. The majority of studies comparing APT and MBT implants have shown no difference in clinical outcomes and survivorship. Newer studies from the past decade have begun highlighting the economic advantages of APT implant, especially in patients undergoing primary, uncomplicated TKA. Use of APT implants in younger patients and those with a body mass index > 35 has not been extensively studied, but the existing literature suggests the use of APT implant in these cohorts to be equally as acceptable. With modern implant design and instrumentation, rising utilization of TKA along with current and future economic strain on health care, the increased use of APT implant could result in massive savings without sacrificing positive patient outcomes.",
250,comparison glenohumeral joint kinematics muscle activation standard geared manual wheelchair mobility,REHABILITATION,69.4% REHABILITATION; 17.4% NEURAL; 4.3% GAIT/LOCOMOTION,"Slavens BA, Jahanian O, Schnorenberg AJ, Hsiao-Wecksler ET,",*Medical engineering & physics*,* [A comparison of glenohumeral joint kinematics and muscle activation during standard and geared manual wheelchair mobility.](https://www.ncbi.nlm.nih.gov/pubmed/31285137),A comparison of glenohumeral joint kinematics and muscle activation during standard and geared manual wheelchair mobility.,"The high prevalence of upper extremity joint injuries among manual wheelchair users is largely attributed to the high repetitive loading during propulsion. The purpose of this study was to evaluate the effects of using geared wheels for manual wheelchair mobility on shoulder joint biomechanics. Fourteen able-bodied participants performed overground propulsion and ramp ascension using standard and geared manual wheelchair wheels. Spatial temporal parameters, glenohumeral joint kinematics, and shoulder muscle activity were quantified. Findings indicated that regardless of the level of slope, the propulsion speed and stroke distance decreased significantly (p ≪ 0.001), and the stroke frequency increased significantly (p ≤ 0.025) during geared manual wheelchair propulsion. The glenohumeral joint ranges of motion in the coronal plane (p ≤ 0.005) and peak joint angles in the coronal (p ≤ 0.023) and transverse (p ≤ 0.012) planes were significantly different between standard and geared wheels usage. Shoulder muscle activity was substantially less using the geared wheels with significant findings in the pectoralis major (level floor, p ≤ 0.008) and infraspinatus (p ≤ 0.014) peak muscle activity, and the anterior deltoid (p ≤ 0.014) and pectoralis major (p ≤ 0.015) integrated muscle activity. However, the shoulder flexor normalized integrated muscle activity (muscle activity per stroke distance) was not different between the wheels.",
251,optimal femur length trans femoral amputation mixed method scoping review expert opinions biomechanical analysis,REHABILITATION,22.8% REHABILITATION; 15.5% JOINT/CARTILAGE; 11.7% GAIT/LOCOMOTION,"Geertzen JHB, de Beus MC, Jutte PC, Otten E, Dekker R,",*Medical hypotheses*,"* [What is the optimal femur length in a trans-femoral amputation? A mixed method study: Scoping review, expert opinions and biomechanical analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31371086)","What is the optimal femur length in a trans-femoral amputation? A mixed method study: Scoping review, expert opinions and biomechanical analysis.","In the Netherlands, 34% of all major lower limb amputations are at the trans-femoral level. Information and consensus is lacking on the optimal length of the residual length of the femur following the amputation. HYPOTHESIS: We hypothesize that femur length should be kept as long as possible considering construction of the knee unit beneath the socket. Evaluation of the hypothesis: Providing a comprehensive overview of considerations involved in choosing the optimal femur length in a trans-femoral amputation. This explorative study includes a scoping review, interviews with surgeons and certified prosthetists (expert opinions), and a biomechanical analysis. The scoping review resulted in 396 articles reduced to 6 articles after reviewing. All articles, the outcomes of the interviews with the experts and the biomechanical analysis suggest that it is important to maximize the length of the residual femur. CONCLUSION: A longer residual limb length is more beneficial for gait parameters, prevention of contractures, and providing lever arm. Furthermore, the femur should be transected sufficiently proximal to the medial knee joint in order to fit a prosthetic knee at the same height as the contralateral knee. However, it remains unclear what the minimum length of the residual limb should be. This will require further research.",
252,exploring object discrimination zebrafish behavioral performance scopolamine induced cognitive deficits different retention intervals,REHABILITATION,86.9% REHABILITATION; 7.7% GAIT/LOCOMOTION; 2.5% SPORT/EXERCISE,"Stefanello FV, Fontana BD, Ziani PR, Müller TE, Mezzomo NJ, Rosemberg DB,",*Zebrafish*,* [Exploring Object Discrimination in Zebrafish: Behavioral Performance and Scopolamine-Induced Cognitive Deficits at Different Retention Intervals.](https://www.ncbi.nlm.nih.gov/pubmed/31145046),Exploring Object Discrimination in Zebrafish: Behavioral Performance and Scopolamine-Induced Cognitive Deficits at Different Retention Intervals.,"The object discrimination test allows the testing of different memory retention periods. However, few behavioral endpoints have been measured in fish species such that retention is often assessed using a single parameter (time spent in object area). Here, we aimed to explore the object discrimination test in zebrafish by assessing their behavioral performance after 1 or 24 h retention interval periods. To characterize putative interaction-like behaviors, fish were tested in the absence or presence of scopolamine (1 h before test session). Zebrafish were habituated for 3 consecutive days in the experimental tank, and training session was performed for 10 min using two identical nonpreferred objects (black cube or sphere). After the retention intervals, a familiar object was replaced by a novel object (test session, 10 min). Fish were also exposed to the novel tank diving test to assess locomotion and anxiety-like behaviors. At 1 h retention interval, animals performed more circular-like investigation near the familiar object, whereas 24 h after training session, a prominent rapid investigation was observed when animals explore the nonfamiliar object. Because scopolamine abolished these phenotypes, as well as the increased time spent in the novel object area during the test without changing locomotion and anxiety-related parameters, the behavioral responses described here may predictively reflect interaction-like behaviors involved in object discrimination memory in zebrafish models.",
253,continuous control monte carlo tree search informed multiple experts,REHABILITATION,33.8% REHABILITATION; 18.9% SPORT/EXERCISE; 11.4% METHODS,"Rajamaki J, Hamalainen P,",*IEEE transactions on visualization and computer graphics*,* [Continuous Control Monte Carlo Tree Search Informed by Multiple Experts.](https://www.ncbi.nlm.nih.gov/pubmed/29994613),Continuous Control Monte Carlo Tree Search Informed by Multiple Experts.,"Efficient algorithms for 3D character control in continuous control setting remain an open problem in spite of the remarkable recent advances in the field. We present a sampling-based model-predictive controller that comes in the form of a Monte Carlo tree search (MCTS). The tree search utilizes information from multiple sources including two machine learning models. This allows rapid development of complex skills such as 3D humanoid locomotion with less than a million simulation steps, in less than a minute of computing on a modest personal computer. We demonstrate locomotion of 3D characters with varying topologies under disturbances such as heavy projectile hits and abruptly changing target direction. In this paper we also present a new way to combine information from the various sources such that minimal amount of information is lost. We furthermore extend the neural network, involved in the algorithm, to represent stochastic policies. Our approach yields a robust control algorithm that is easy to use. While learning, the algorithm runs in near real-time, and after learning the sampling budget can be reduced for real-time operation.",
254,real time detection spatial disorientation persons mild cognitive impairment dementia,REHABILITATION,24.6% REHABILITATION; 24.5% GAIT/LOCOMOTION; 20.7% METHODS,"Schaat S, Koldrack P, Yordanova K, Kirste T, Teipel S,",*Gerontology*,* [Real-Time Detection of Spatial Disorientation in Persons with Mild Cognitive Impairment and Dementia.](https://www.ncbi.nlm.nih.gov/pubmed/31362286),Real-Time Detection of Spatial Disorientation in Persons with Mild Cognitive Impairment and Dementia.,Detecting manifestations of spatial disorientation in real time is a key requirement for adaptive assistive navigation systems for people with dementia.,
255,underwater compensation exaggerated weaponry role morphology environment crab locomotor performance,REHABILITATION,46.5% REHABILITATION; 24.4% GAIT/LOCOMOTION; 14.4% SPORT/EXERCISE,"Benso-Lopes F, Santos S, Palaoro AV,","*Journal of experimental zoology. Part A, Ecological and integrative physiology*",* [Underwater compensation for exaggerated weaponry: The role of morphology and environment on crab locomotor performance.](https://www.ncbi.nlm.nih.gov/pubmed/31290237),Underwater compensation for exaggerated weaponry: The role of morphology and environment on crab locomotor performance.,"Exaggerated morphologies may increase fitness, but they might be costly to bear; heavy weight, for instance, might hinder locomotion. Evidence supporting these costs are sparse because animals that move on land or swim have traits reducing those costs, called compensatory traits. Animals that walk underwater, however, are under different environmental pressures than land animals. Buoyancy, for instance, reduces the effective weight of any object, which could decrease the locomotion costs of carrying exagerrated traits. Hence, underwater species might maintain performance without compensation. To test this, we compared males of the freshwater anomuran Aegla longirostri that bear an exaggerated claw to females (the natural control). We first tested whether the exaggerated claw decreased male locomotor performance. Next, we tested if sexual dimorphism in performance is associated with differences in leg asymmetry, length, and muscle size. Lastly, we tested if large males have proportionally heavier legs than smaller males. Unexpectedly, females are faster than males while also having relatively longer legs than males. Therefore, females might walk faster because of the longer legs, which might be unrelated to the male exaggerated claw. Furthermore, larger males did not have proportionally heavier legs than smaller males, further suggesting no compensation. Hence, even though aeglid's claw weigh ~25% of their total body weight, we did not find evidence for burden or compensation on males. The environment might thus decrease the costs of exaggerated traits.",
256,therapeutic mechanism pedunculopontine nucleus stimulation parkinson disease,REHABILITATION,73.6% REHABILITATION; 6.5% GAIT/LOCOMOTION; 5.5% NEURAL,"Thevathasan W, Moro E,",*Neurobiology of disease*,* [What is the therapeutic mechanism of pedunculopontine nucleus stimulation in Parkinson's disease?](https://www.ncbi.nlm.nih.gov/pubmed/29933055),What is the therapeutic mechanism of pedunculopontine nucleus stimulation in Parkinson's disease?,"Pedunculopontine nucleus (PPN) deep brain stimulation (DBS) is an experimental treatment for Parkinson's disease (PD) which offers a fairly circumscribed benefit for gait freezing and perhaps balance impairment. The benefit on gait freezing is variable and typically incomplete, which may reflect that the clinical application is yet to be optimised or reflect a fundamental limitation of the therapeutic mechanism. Thus, a better understanding of the therapeutic mechanism of PPN DBS may guide the further development of this therapy. The available evidence supports that the PPN is underactive in PD due to a combination of both degeneration and excessive inhibition. Low frequency PPN DBS could enhance PPN network activity, perhaps via disinhibition. A clinical implication is that in some PD patients, the PPN may be too degenerate for PPN DBS to work. Reaction time studies report that PPN DBS mediates a very specific benefit on pre-programmed movement. This seems relevant to the pathophysiology of gait freezing, which can be argued to reflect impaired release of pre-programmed adjustments to locomotion. Thus, the benefit of PPN DBS on gait freezing could be akin to that mediated by external cues. Alpha band activity is a prominent finding in local field potential recordings from PPN electrodes in PD patients. Alpha band activity is implicated in the suppression of task irrelevant processes and thus the effective allocation of attention (processing resources). Attentional deficits are prominent in patients with PD and gait freezing and PPN alpha activity has been observed to drop out prior to gait freezing episodes and to increase with levodopa. This raises the hypothesis that PPN DBS could support or emulate PPN alpha activity and consequently enhance the allocation of attention. Although PPN DBS has not been convincingly shown to increase general alertness or attention, it remains possible that PPN DBS may enhance the allocation of processing resources within the motor system, or ""motor attention"". For example, this could facilitate the 'switching' of motor state between continuation of pattern generated locomotion towards the intervention of pre-programmed adjustments. However, if the downstream consequence of PPN DBS on movement is limited to a circumscribed unblocking of pre-programmed movement, then this may have a similarly circumscribed degree of benefit for gait. If this is the case, then it may be possible to identify patients who may benefit most from PPN DBS. For example, those in whom pre-programmed deficits are the major contributors to gait freezing.",
257,protocol feasibility randomised controlled trial musculoskeletal exercise intervention versus usual care children haemophilia,REHABILITATION,90.7% REHABILITATION; 2.1% SPORT/EXERCISE; 1.7% JOINT/CARTILAGE,"Hashem F, Bladen M, Carroll L, Dodd C, Drechsler WI, Lowery D, Patel V, Pellatt-Higgins T, Saloniki E, Stephensen D,",*BMJ open*,* [Protocol for a feasibility randomised controlled trial of a musculoskeletal exercise intervention versus usual care for children with haemophilia.](https://www.ncbi.nlm.nih.gov/pubmed/31375620),Protocol for a feasibility randomised controlled trial of a musculoskeletal exercise intervention versus usual care for children with haemophilia.,"Haemophilia is a rare, inherited disorder in which blood does not clot normally, resulting in bleeding into joints and muscles. Long-term consequence is disabling joint pain, stiffness, muscle weakness, atrophy and reduced mobility. The purpose of this proposed feasibility of a randomised controlled trial (RCT) is to test the feasibility of an age-appropriate physiotherapy intervention designed to improve muscle strength, posture and the way boys use their joints during walking and everyday activities.",
258,effect low cost body weight supported treadmill trainer walking speed joint motion,REHABILITATION,85.8% REHABILITATION; 13.9% GAIT/LOCOMOTION; 0.1% SPORT/EXERCISE,"Ventura JD, Charrette AL, Roberts KJ,","*Medicina (Kaunas, Lithuania)*",* [The Effect of a Low-Cost Body Weight-Supported Treadmill Trainer on Walking Speed and Joint Motion.](https://www.ncbi.nlm.nih.gov/pubmed/31366161),The Effect of a Low-Cost Body Weight-Supported Treadmill Trainer on Walking Speed and Joint Motion.,"<i>Background and</i><i>Objectives</i><i>:</i> Gait training with body weight-support has been shown to improve the walking speed of individuals with movement disorders. The AccesSportAmerica Gait Trainer is a low-cost, pre-market gait rehabilitation device that alters the stride characteristics of participants walking on a standard treadmill. The purpose of this study was to examine the biomechanical outcomes that training on this device has for people with brain injuries that affect motor functioning. It was hypothesized that there would be an increase in walking speed post-intervention, and that there would be an increase in step length and joint range-of-motion. <i>Materials and Methods</i><i>:</i> An intervention study was conducted with 11 people with ambulatory difficulty caused by post-stroke hemiparesis (<i>n</i> = 7), traumatic brain injury (<i>n</i> = 3), and cerebral palsy (<i>n</i> = 1). The average time using the AccesSportAmerica Gait Trainer was 34.5 (SD = 6.0) minutes per session for 36.9 (SD = 21.8) sessions. Gait speed, step length and time, and joint flexion were measured during the 10 Meter Walk Test. <i>Results</i><i>:</i> From pre- to post-intervention, there was a mean increase in walking speed of 0.19 m/s (SD = 0.06, <i>p</i> = 0.016, <i>d</i> = 0.40) and a decrease in step time of both affected and unaffected legs (affected: <i>p</i> = 0.011, <i>d</i> = 0.37; unaffected: <i>p</i> = 0.004, <i>d</i> = 0.67). There was no significant change in stride length or joint angles. <i>Conclusions</i>: The AccesSportAmerica Gait Trainer has the potential to improve the walking speed of people with ambulatory difficulty.",
259,near infrared spectroscopy enables quantitative evaluation human cartilage biomechanical properties arthroscopy,ROBOTICS,98.9% ROBOTICS; 0.3% MODELING; 0.3% METHODS,"Prakash M, Joukainen A, Torniainen J, Honkanen MKM, Rieppo L, Afara IO, Kröger H, Töyräs J, Sarin JK,",*Osteoarthritis and cartilage*,* [Near-infrared spectroscopy enables quantitative evaluation of human cartilage biomechanical properties during arthroscopy.](https://www.ncbi.nlm.nih.gov/pubmed/31026649),Near-infrared spectroscopy enables quantitative evaluation of human cartilage biomechanical properties during arthroscopy.,To investigate the feasibility of near-infrared (NIR) spectroscopy (NIRS) for evaluation of human articular cartilage biomechanical properties during arthroscopy.,
260,comprehensive analysis efficient swimming using articulated legs fringed flexible appendages inspired water beetle,ROBOTICS,89.9% ROBOTICS; 3.7% COMPARATIVE; 2.4% MODELING,"Kwak B, Lee D, Bae J,",*Bioinspiration & biomimetics*,* [Comprehensive analysis of efficient swimming using articulated legs fringed with flexible appendages inspired by a water beetle.](https://www.ncbi.nlm.nih.gov/pubmed/31362269),Comprehensive analysis of efficient swimming using articulated legs fringed with flexible appendages inspired by a water beetle.,"Drag-based swimming is usually accompanied with the shape change of rowing appendages to generate asymmetric force during the power stroke and recovery stroke. To implement this in an aquatic robot, one may actively control the surface area of its legs during the swimming. However, a small sized robot with a limited number of actuators should adjust the surface area of legs in passive manner. For this reason, we proposed a novel articulated leg with flexible appendages inspired by a water beetle. This leg structures were designed to implement an efficient recovery stroke with less resistive force during the recovery stroke. While its surface area was increased again if suitable relaxation time was applied to perform improved power stroke. To identify an optimal leg design, 36 different types were fabricated by changing the passive joint thickness, appendage materials, length, and morphology. Several correlations and dominant parameters were identified, and it was shown that the swimming leg with fixed joint and appendage stiffness cannot always generate the largest torque in all the swimming frequency. Also, a two-dimensional dynamic model was proposed based on an underactuated manipulator, and the model validation was proceeded by comparing with two selected leg designs. In addition, a 5.5 cm long robot with one pair of legs was built to further investigate their locomotory performance. By varying the beating frequency and relaxation time, thorough analysis was addressed in terms of the position, velocity, non-dimensional traveled distance, Strouhal number, and quasi-propulsive efficiency. Here, some important relationships between dimensionless numbers were established. Furthermore, it was found that introducing a relaxation phase between the power stroke and recovery stroke can increase the traveled distance per stroke with slight expense of propulsive efficiency.",
261,influence composition artificial turf rotational traction athlete biomechanics,ROBOTICS,92.4% ROBOTICS; 5.5% MODELING; 0.8% METHODS,"Wannop JW, Foreman T, Madden R, Stefanyshyn D,",*Journal of sports sciences*,* [Influence of the composition of artificial turf on rotational traction and athlete biomechanics.](https://www.ncbi.nlm.nih.gov/pubmed/30922172),Influence of the composition of artificial turf on rotational traction and athlete biomechanics.,"Artificial turf advances have enabled surfaces to behave like natural grass, however, debate remains as to whether artificial turf is as safe as natural grass. To reduce injury risk, sport surfaces should have low rotational traction with artificial surfaces having a potential advantage as components can be manipulated to change surface properties and traction. The purpose of this study was to investigate the influence that different components of artificial turf have on rotational traction and athlete lower extremity joint loading. Twelve surfaces underwent mechanical testing to determine the influence of fibre density, fibre length, infill composition and compaction on rotational traction. Following mechanical testing, Control, Low and High Traction surfaces were selected for biomechanical analysis, where sixteen athletes performed maximum effort v-cuts while kinematic/kinetic data were recorded on each surface. Mechanically, fibre density, type of infill and compaction of the surface each independently influenced traction. The traction differences were substantial enough to alter the athlete kinematics and kinetics. Low traction surfaces reduced ankle and knee loading, while high traction surfaces increased ankle and knee loading . Reducing the rotational traction of sport surfaces is possible through alterations of individual components, which may reduce the joint loading at the knee and ankle joint.",
262,minimum area discrepancy method madm force displacement response correlation,ROBOTICS,92.1% ROBOTICS; 5.9% MODELING; 1.0% METHODS,"Peres J, Bastien C, Christensen J, Asgharpour Z,",*Computer methods in biomechanics and biomedical engineering*,* [A minimum area discrepancy method (MADM) for force displacement response correlation.](https://www.ncbi.nlm.nih.gov/pubmed/31074305),A minimum area discrepancy method (MADM) for force displacement response correlation.,"With the increasing use of Computer Aided Engineering, it has become vital to be able to evaluate the accuracy of numerical models. Specific methods such as CORA were developed to objectively evaluate the correlation between a physical test and a numerical simulation results in terms of parameter vs time. However, no metric has so far been developed for Force Vs Deflection (FvD) signals often used in crashworthiness and biomechanics. A unique method called the Minimum Area Discrepancy Method, or MADM, is proposed to address this deficiency. This new method initially calculates a parameter '<i>R</i>' which represents the area between numerical model and the average physical test response and then divides it by the average area generated by the upper and lower test corridors, based on the same standard deviation. The parameter '<i>R</i>' is then normalized between 0 (no correlation) and 1 (perfect correlation) to become the MADM correlation rating. The MADM method was then validated by comparing a one dimensional Finite Element (FE) model of a chest model, under 2 impact velocities, against reference Post Mortem Human Subject (PMHS) data. The MADM method was further used to improve the correlation of this thorax model, by varying model parameters and generating 81 model variations. Based on the MADM ratings, a set parameter values leading to the best fit was identified. The best fit exhibits a response significantly better than the original chest model. MADM is novel, unique, easy to use and fulfills an important gap in objectively evaluating FVD correlation responses. Abbreviations MADM Correlation rating value (Minimum Area Discrepancy Method) MADM<sub>n,m</sub> MADM correlation rating using a specific scaling value of 'n' and power rating 'm' FvD Force versus Displacement FvT Force versus Time DvT Displacement versus Time NM Numerical model PE Physical Experiment A<sub>model</sub> Area under the average signal and the Numerical Model A<sub>upper</sub> Area under the average signal +1 standard deviation A<sub>lower</sub> Area under the average signal -1 standard deviation R Ratio between A<sub>model</sub> and the average of A<sub>upper</sub> and A<sub>lower</sub>.",
263,changes corneal wound healing graft biomechanics primary penetrating keratoplasty versus repeat penetrating keratoplasty,ROBOTICS,98.7% ROBOTICS; 0.4% COMPARATIVE; 0.2% METHODS,"Abdelkader A,",*Cornea*,* [Changes in Corneal Wound Healing and Graft Biomechanics After Primary Penetrating Keratoplasty Versus Repeat Penetrating Keratoplasty.](https://www.ncbi.nlm.nih.gov/pubmed/30893112),Changes in Corneal Wound Healing and Graft Biomechanics After Primary Penetrating Keratoplasty Versus Repeat Penetrating Keratoplasty.,To evaluate and compare the influence of the wound healing process at the graft edge on corneal biomechanics after primary penetrating keratoplasty (PK) and repeat PK.,
264,soft pneumatic inchworm double balloon spid colonoscopy,ROBOTICS,90.0% ROBOTICS; 2.4% MODELING; 1.9% METHODS,"Manfredi L, Capoccia E, Ciuti G, Cuschieri A,",*Scientific reports*,* [A Soft Pneumatic Inchworm Double balloon (SPID) for colonoscopy.](https://www.ncbi.nlm.nih.gov/pubmed/31367005),A Soft Pneumatic Inchworm Double balloon (SPID) for colonoscopy.,"The design of a smart robot for colonoscopy is challenging because of the limited available space, slippery internal surfaces, and tortuous 3D shape of the human colon. Locomotion forces applied by an endoscopic robot may damage the colonic wall and/or cause pain and discomfort to patients. This study reports a Soft Pneumatic Inchworm Double balloon (SPID) mini-robot for colonoscopy consisting of two balloons connected by a 3 degrees of freedom soft pneumatic actuator. SPID has an external diameter of 18 mm, a total length of 60 mm, and weighs 10 g. The balloons provide anchorage into the colonic wall for a bio-inspired inchworm locomotion. The proposed design reduces the pressure applied to the colonic wall and consequently pain and discomfort during the procedure. The mini-robot has been tested in a deformable plastic colon phantom of similar shape and dimensions to the human anatomy, exhibiting efficient locomotion by its ability to deform and negotiate flexures and bends. The mini-robot is made of elastomer and constructed from 3D printed components, hence with low production costs essential for a disposable device.",
