title,topic,pred_val,authors,journal,links,full_title,abstract
integrated additive design manufacturing approach bioengineering bone scaffolds favorable mechanical biological properties,TISSUE/BIOMATERIAL,68.4% TISSUE/BIOMATERIAL; 9.0% MODELING; 5.2% BONE,"Valainis D, Dondl P, Foehr P, Burgkart R, Kalkhof S, Duda GN, van Griensven M, Poh PSP,","*Biomedical materials (Bristol, England)*",* [Integrated additive design and manufacturing approach for the bioengineering of bone scaffolds for favorable mechanical and biological properties.](https://www.ncbi.nlm.nih.gov/pubmed/31387088),Integrated additive design and manufacturing approach for the bioengineering of bone scaffolds for favorable mechanical and biological properties.,"Additive manufacturing (AM) presents the possibility of personalized bone scaffolds with unprecedented structural and functional designs. In contrast to the earlier conventional design concepts, e.g., raster-angle, a workflow was established to produce scaffolds with triply periodic minimal surface (TPMS) architecture. A core challenge is the realization of such structures using melt-extrusion based 3D printing. This study presents methods for generation of scaffold design files, finite element analysis of scaffold Young's moduli, AM of scaffolds with polycaprolactone (PCL), and a customized in vitro assay to evaluate cell migration. The reliability of FE analysis when using computer-aided designed models as input may be impeded by anomalies introduced into the scaffolds during 3D printing. Further investigation using micro-computed tomography reconstructions of printed scaffolds as an input for numerical simulation in comparison to experimentally obtained scaffold Young's moduli showed a moderate trend (R2 = 0.62). Interestingly, in a preliminary cell migration assay, adipose-derived mesenchymal stromal cells (AdMSC) migrated furthest on PCL scaffolds with Diamond, followed by Gyroid and Schwarz P architectures. A similar trend, but with an accelerated AdMSC migration rate, was observed for PCL scaffolds surface coated with calcium-phosphate-based apatite. We elaborate on the importance of start-to-finish integration of all steps of AM, i.e. design, engineering and manufacturing. Using such a workflow, specific biological and mechanical functionality, e.g., improved regeneration via enhanced cell migration and higher structural integrity, may be realized for scaffolds intended as temporary guiding structures for endogenous tissue regeneration."
corneal biomechanics intraocular pressure assessment penetrating keratoplasty non keratoconic patients long term,TISSUE/BIOMATERIAL,89.1% TISSUE/BIOMATERIAL; 5.8% METHODS; 0.8% MODELING,"Abd Elaziz MS, Elsobky HM, Zaky AG, Hassan EAM, KhalafAllah MT,",*BMC ophthalmology*,"* [Corneal biomechanics and intraocular pressure assessment after penetrating keratoplasty for non keratoconic patients, long term results.](https://www.ncbi.nlm.nih.gov/pubmed/31391006)","Corneal biomechanics and intraocular pressure assessment after penetrating keratoplasty for non keratoconic patients, long term results.",To evaluate corneal biomechanical properties by the Ocular Response Analyzer (ORA) in non keratoconic patients underwent penetrating keratoplasty (PK).
spectral quantification nonlinear elasticity using acousto elasticity shear wave dispersion,TISSUE/BIOMATERIAL,62.0% TISSUE/BIOMATERIAL; 24.8% METHODS; 4.4% CARDIOVASCULAR/CARDIOPULMONARY,"Otesteanu CF, Chintada BR, Rominger MB, Sanabria SJ, Goksel O,","*IEEE transactions on ultrasonics, ferroelectrics, and frequency control*",* [Spectral Quantification of Nonlinear Elasticity using Acousto-elasticity and Shear-Wave Dispersion.](https://www.ncbi.nlm.nih.gov/pubmed/31398118),Spectral Quantification of Nonlinear Elasticity using Acousto-elasticity and Shear-Wave Dispersion.,"Tissue biomechanical properties are known to be sensitive to pathological changes. Accordingly, various techniques have been developed to estimate tissue mechanical properties. Shear-wave elastography (SWE) measures shear-wave speed (SWS) in tissues, which can be related to shear modulus. Although viscosity or stress-strain non-linearity may act as confounder of SWE, their explicit characterization may also provide additional information about tissue composition as a contrast modality. Viscosity can be related to frequency dispersion of SWS, which can be characterized using multi-frequency measurements, herein called spectral shear-wave elastography (SSWE). Additionally, non-linear shear modulus can be quantified and parameterized based on SWS changes with respect to applied stress; a phenomenon called acousto-elasticity (AE). In this work, we characterize the non-linear parameters of tissue as a function of excitation frequency by utilizing both AE and SSWE together. For this, we apply incremental amounts of quasi-static stress on a medium, while imaging and quantifying SWS dispersion via SSWE. Results from phantom and ex-vivo porcine liver experiments demonstrate the feasibility of measuring frequency-dependent non-linear parameters using the proposed method. SWS propagation in porcine liver tissue was observed to change from 1.8 m/s at 100 Hz to 3.3 m/s at 700 Hz, while increasing by approximately 25% from a strain of 0% to 12% across these frequencies. Index terms-Ultrasound, elastography, acousto-elasticity, tissue non-linearity, shear-wave dispersion."
adipose tissue derived stem cells upon decellularized ovine small intestine submucosa tissue regeneration optimization comparison method,TISSUE/BIOMATERIAL,97.4% TISSUE/BIOMATERIAL; 0.7% CELLULAR/SUBCELLULAR; 0.6% TENDON/LIGAMENT,"Ferdowsi Khosroshahi A, Soleimani Rad J, Kheirjou R, Roshangar B, Rashtbar M, Salehi R, Ranjkesh MR, Roshangar L,",*Journal of cellular physiology*,* [Adipose tissue-derived stem cells upon decellularized ovine small intestine submucosa for tissue regeneration: An optimization and comparison method.](https://www.ncbi.nlm.nih.gov/pubmed/31400002),Adipose tissue-derived stem cells upon decellularized ovine small intestine submucosa for tissue regeneration: An optimization and comparison method.,"The extracellular matrix of different mammalian tissues is commonly used as scaffolds in the field of tissue engineering. One of these tissues, which has frequently been studied due to its structural and biological features, is the small intestine submucosal membrane. These research are mainly done on the porcine small intestine. However, a report has recently been published about a scaffold produced from the submucosal layer of the ovine small intestine. In the present study, ovine small intestine submucosal (OSIS) was decellularized in a modified manner and its histological, morphological, and biomechanical properties were studied. Decellularization was performed in two phases: physical and chemical. In this method, a chloroform-methanol mixture, enzymatic digestion, and a constant dose of sodium dodecyl sulfate (SDS) was used in the least agitation time and its histological property and biocompatibility were evaluated in the presence of adipose tissue-derived stem cells (ADSCs); furthermore, ADSCs were isolated with a simple method (modified physical washing non-enzymatic isolation). The results were showed that the use of OSIS could be effective and operative. Mechanical properties, histological structure and shape, and glycosaminoglycan content were preserved. In the SDS-treated group, more than 90% of the native cells of tissue were deleted, and also in this group, no toxicity was observed and cell proliferation was supported, compared to the untreated group. Therefore, our results indicate that ADSCs seeded on OSIS scaffold could be used as a new approach in regenerative medicine as hybrid or hydrogel application."
controlled mechanical vibration impacts skin biology,TISSUE/BIOMATERIAL,68.1% TISSUE/BIOMATERIAL; 12.0% CELLULAR/SUBCELLULAR; 5.5% METHODS,"Caberlotto E, Bernal M, Miller Z, Poole A, Ruiz L, Tanter M, Gennisson JL, Querleux B,",*Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)*,* [Controlled mechanical vibration and impacts on skin biology.](https://www.ncbi.nlm.nih.gov/pubmed/31400033),Controlled mechanical vibration and impacts on skin biology.,"Different biological models have shown how mechanical stimulation may induce physiological responses from solicited cells, tissues, or organs. In models of cultured skin cells, the frequency of the mechanical stress appears to be a paramount parameter, generating a biological response in some cells, particularly from dermal fibroblasts. Our objective was to explore in ex vivo human skin explants the effects of mechanical stimulation."
hierarchically porous hydroxyapatite hybrid scaffold incorporated reduced graphene oxide rapid bone ingrowth repair,TISSUE/BIOMATERIAL,80.3% TISSUE/BIOMATERIAL; 17.4% BONE; 0.7% CELLULAR/SUBCELLULAR,"Zhou K, Yu P, Shi X, Ling T, Zeng W, Chen A, Yang W, Zhou Z,",*ACS nano*,* [Hierarchically Porous Hydroxyapatite Hybrid Scaffold Incorporated with Reduced Graphene Oxide for Rapid Bone Ingrowth and Repair.](https://www.ncbi.nlm.nih.gov/pubmed/31381856),Hierarchically Porous Hydroxyapatite Hybrid Scaffold Incorporated with Reduced Graphene Oxide for Rapid Bone Ingrowth and Repair.,"Hydroxyapatite (HA), the traditional bone tissue replacement material was widely used in the clinical treatment of bone defects because of its excellent biocompatibility. However, the processing difficulty and poor osteoinductive ability greatly limit the application of HA. Although many strategies have been reported to improve the machinability and osteointegration ability, the performance including mechanical strength, porosity, cell adhesion, <i>etc.</i> of material still can not meet the requirements. In this work, a soft template method was developed and a porous scaffold with hierarchical pore structure, nano surface morphology, suitable porosity and pore size, and good biomechanical strength was successfully prepared. The hierarchical pore structure is beneficial for cell adhesion, fluid transfer, and cell ingrowth. Moreover, the loaded reduced graphene oxide (rGO) can improve the adhesion and promote the proliferation and spontaneous osteogenic differentiation bone marrow mesenchymal stem cells. The scaffold is then crushed, degraded and wrapped by the newly formed bone and the newly formed bone gradually replaces the scaffold. The degradation rate of the scaffold well matches the rate of the new bone formation. The hierarchical porous HA/rGO composite scaffolds can greatly accelerate the bone ingrowth in the scaffold and bone repair in critical bone defects, thus providing a clinical potential candidate for large segment bone tissue engineering."
mirrors improve rabbit natural behavior free range breeding system,VETERINARY/AGRICULTURAL,51.8% VETERINARY/AGRICULTURAL; 13.4% COMPARATIVE; 6.9% TISSUE/BIOMATERIAL,"Mastellone V, Bovera F, Musco N, Panettieri V, Piccolo G, Scandurra A, Di Meo C, Attia YA, Lombardi P,",*Animals : an open access journal from MDPI*,* [Mirrors Improve Rabbit Natural Behavior in a Free-Range Breeding System.](https://www.ncbi.nlm.nih.gov/pubmed/31390755),Mirrors Improve Rabbit Natural Behavior in a Free-Range Breeding System.,"The aim of this research was to evaluate the possible usefulness of mirrors in improving rabbit behavior in a free-range breeding system. Three groups (each consisting of nine replicates of three animals) were compared: isolated, isolated with mirrors and separated by a wire mesh (possible visual and olfactory contacts). Rabbits allowed to have a visual and olfactory contact showed a significantly higher expression of important natural behaviors (olfactory investigation, gnawing, alertness, stretching, locomotion) compared to the isolated rabbits (with or without mirrors); while rabbits in the mirror group showed higher allo-grooming activity than those isolated and no different locomotion activity than those separated by wire mesh. Thus, mirrors seemed to be able to modify the behavioral repertoire of isolated rabbits by acting on social perception in rabbits reared in small groups in a free-range system. Nevertheless, despite it being advisable to use a combination of different indicators in order to assess the stress level of an animal, the accuracy of serum cortisol, as well as of some secondary stress markers assay, appeared to be limited in this type of breeding."
irish equine industry stakeholder perspectives objective technology biomechanical analyses field,VETERINARY/AGRICULTURAL,64.8% VETERINARY/AGRICULTURAL; 11.7% METHODS; 4.8% GAIT/LOCOMOTION,"Egan S, Brama P, McGrath D,",*Animals : an open access journal from MDPI*,* [Irish Equine Industry Stakeholder Perspectives of Objective Technology for Biomechanical Analyses in the Field.](https://www.ncbi.nlm.nih.gov/pubmed/31398822),Irish Equine Industry Stakeholder Perspectives of Objective Technology for Biomechanical Analyses in the Field.,"Wearable sensing technologies are increasingly used in human and equine gait research to improve ecological validity of research findings. It is unclear how these tools have penetrated the equine industry or what perspectives industry stakeholders' hold in relation to these relatively new devices. Semi-structured interviews were conducted with Irish equine industry stakeholders to understand their perception of objective tools for biomechanical analysis in the field. The study participants came from professional/elite backgrounds in both the sport horse (<i>n</i> = 6) and thoroughbred (<i>n</i> = 6) sectors. The interview data were analysed using thematic analysis, resulting in four analytical themes. The first theme conveys the importance of tacit knowledge and experience in the holistic analysis of a horse. Theme two highlights that the perfect horse does not exist therefore, equine athlete management is complex and requires a multi-layered problem-solving approach. Theme three describes an awareness among stakeholders of technologies, however they are sceptical of their value. The final theme identified that one of the key barriers to technology adoption is the economic value of the horse and the cost of implementing technology herd-wide. Our findings highlight the need for a user-centred design in this domain, which requires greater consultation and learning between technology developers and equine stakeholders to develop fit-for-purpose analysis and monitoring tools."
ex vivo biomechanical comparison 2 7 mm string pearl plate versus screw wire polymethylmethacrylate composite fixation 2 7 mm veterinary acetabular plate repair simulated canine acetabular fractures,VETERINARY/AGRICULTURAL,83.6% VETERINARY/AGRICULTURAL; 13.8% ORTHOPAEDICS/SURGERY; 0.6% BONE,"Blakely JA, Butler JR, Priddy LB, McCabe EM, Avendaño JN, Elder SH, Wills R,",*BMC veterinary research*,* [Ex vivo biomechanical comparison of 2.7 mm string-of-pearl plate versus screw/wire/Polymethylmethacrylate composite fixation and 2.7 mm veterinary acetabular plate for repair of simulated canine acetabular fractures.](https://www.ncbi.nlm.nih.gov/pubmed/31399093),Ex vivo biomechanical comparison of 2.7 mm string-of-pearl plate versus screw/wire/Polymethylmethacrylate composite fixation and 2.7 mm veterinary acetabular plate for repair of simulated canine acetabular fractures.,"Acetabular fractures comprise 12-30% of canine pelvic fractures and require accurate anatomic reduction and rigid stability to ensure proper healing and minimize future osteoarthritis. Many techniques have been used to repair these fractures, with common techniques including veterinary acetabular plates or use of screw/wire/polymethylmethacrylate constructs. String-of-Pearl™ plating systems have also been used clinically but there is a lack of research supporting their use for these fractures. The purpose of this study was to compare fracture reduction accuracy, biomechanical characteristics, and mode of failure between String-of-Pearls™, veterinary acetabular plates, screw/wire/polymethylmethacrylate constructs in a simulated, ex-vivo acetabular fracture model. We hypothesized that the String-of-Pearls™ constructs would have equivalent or greater mechanical properties and reduction compared to the other constructs."
effects dietary organic minerals fish oil hydrolyzed collagen growth performance tibia characteristics broiler chickens,VETERINARY/AGRICULTURAL,90.2% VETERINARY/AGRICULTURAL; 4.2% BONE; 1.8% COMPARATIVE,"Güz BC, Molenaar R, de Jong IC, Kemp B, van den Brand H, van Krimpen M,",*Poultry science*,"* [Effects of dietary organic minerals, fish oil, and hydrolyzed collagen on growth performance and tibia characteristics of broiler chickens.](https://www.ncbi.nlm.nih.gov/pubmed/31392338)","Effects of dietary organic minerals, fish oil, and hydrolyzed collagen on growth performance and tibia characteristics of broiler chickens.","Nutrition is a crucial factor for growth and bone development in broiler chickens. Adjustments in dietary ingredients might affect bone development and consequently locomotion related problems. This study was designed to evaluate effects of dietary organic minerals (ORM), fish oil (FISH), and hydrolyzed collagen (COL) on growth performance and tibia characteristics of broiler chickens. A total of three hundred eighty four 1-day-old Ross 308 male broiler chickens were used in a complete randomized block design with 4 diet groups and 8 replicates per diet group. In the ORM diet, the inorganic macro and trace minerals were replaced by their organic varieties. In the FISH diet, palm oil and soybean oil were partly replaced by FISH. In the COL diet, soybean meal was partly replaced by COL. Results showed that the ORM and COL diet groups reached a higher body weight (BW) at 42 D of age than the FISH diet group, whereas the control group was in between. The feed conversion ratio between day 1 and 42 was lower in the ORM and COL diet groups than in both other diet groups. On day 28, 35, and 42, gait score (GS), Varus Valgus deformity, tibia length (TL), thickness, femoral and metatarsal head thickness (THT), mineral content (TMC), mineral density (TMD), breaking strength (TBS), stiffness (TSF), and energy to fracture (TEF) were measured (n = 3/replicate). The ORM diet group had higher TL at day 42, higher THT at day 28, higher TMC at day 42, higher TMD at day 28, 35, and 42, higher TBS at day 42, higher TSF at day 35 and 42, and higher TEF at day 42 compared to the FISH diet group, with the COL and control diet groups in between. It can be concluded that replacing dietary inorganic macro and trace minerals by their organic varieties seems to stimulate tibia dimensions, strength, and mineral content of broiler chickens. On the contrary, FISH appears to negatively affect tibia characteristics."
