title,keywords,everything,topic,authors,journal,links
does the direct anterior approach allow earlier recovery of walking following total hip arthroplasty? a randomized prospective trial using accelerometry.,anterior approach functional scores gait posterior approach total hip arthroplasty,does the direct anterior approach allow earlier recovery of walking following total hip arthroplasty? a randomized prospective trial using accelerometry.,ORTHOPAEDICS/SURGERY,"Bon G, Kacem EB, Lepretre PM, Weissland T, Mertl P, Dehl M, Gabrion A,","*Orthopaedics & traumatology, surgery & research : OTSR*",* [Does the direct anterior approach allow earlier recovery of walking following total hip arthroplasty? A randomized prospective trial using accelerometry.](https://www.ncbi.nlm.nih.gov/pubmed/30853454)
editorial commentary: all-suture anchor for medial-row fixation in rotator cuff repair-ready for prime time?,,editorial commentary: all-suture anchor for medial-row fixation in rotator cuff repair-ready for prime time?,ORTHOPAEDICS/SURGERY,"Burks RT,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [Editorial Commentary: All-Suture Anchor for Medial-Row Fixation in Rotator Cuff Repair-Ready for Prime Time?](https://www.ncbi.nlm.nih.gov/pubmed/31054717)
correction to: a biomechanical comparison of different fixation techniques for fractures of the acetabular posterior wall.,,correction to: a biomechanical comparison of different fixation techniques for fractures of the acetabular posterior wall.,ORTHOPAEDICS/SURGERY,"Cao Q, Jiang Y, Li Y, Wang H, Huan Y, Wu X,",*International orthopaedics*,* [Correction to: A biomechanical comparison of different fixation techniques for fractures of the acetabular posterior wall.](https://www.ncbi.nlm.nih.gov/pubmed/30707254)
influence of component geometry on patellar mechanics in posterior-stabilized rotating platform total knee arthroplasty.,fluoroscopy joint replacement knee patellofemoral total knee arthroplasty,influence of component geometry on patellar mechanics in posterior-stabilized rotating platform total knee arthroplasty.,ORTHOPAEDICS/SURGERY,"Mannen EM, Ali AA, Dennis DA, Haas BD, Rullkoetter PJ, Shelburne KB,",*The Journal of arthroplasty*,* [Influence of Component Geometry on Patellar Mechanics in Posterior-Stabilized Rotating Platform Total Knee Arthroplasty.](https://www.ncbi.nlm.nih.gov/pubmed/30777625)
biomechanical evaluation of spring ligament augmentation with the fibertape device in a cadaveric flatfoot model.,biomechanics cadaveric flatfoot spring ligament tendon disorders,biomechanical evaluation of spring ligament augmentation with the fibertape device in a cadaveric flatfoot model.,ORTHOPAEDICS/SURGERY,"Aynardi MC, Saloky K, Roush EP, Juliano P, Lewis GS,",*Foot & ankle international*,* [Biomechanical Evaluation of Spring Ligament Augmentation With the FiberTape Device in a Cadaveric Flatfoot Model.](https://www.ncbi.nlm.nih.gov/pubmed/30822130)
biomechanical testing of trans-humeral all-suture anchors for rotator cuff repair.,all-suture anchors biomechanical testing rotator cuff repair,biomechanical testing of trans-humeral all-suture anchors for rotator cuff repair.,ORTHOPAEDICS/SURGERY,"Aramberri-Gutiérrez M, Martínez-Menduiña A, Boyle S, Valencia M,",*Shoulder & elbow*,* [Biomechanical testing of trans-humeral all-suture anchors for rotator cuff repair.](https://www.ncbi.nlm.nih.gov/pubmed/31019566)
can prophylactic cables stop crack propagation in revision arthroplasty: a biomechanical study.,crack propagation intraoperative fracture prophylactic cables revision hip arthroplasty revision surgery,can prophylactic cables stop crack propagation in revision arthroplasty: a biomechanical study.,ORTHOPAEDICS/SURGERY,"Kuster LS, Marshall D, Fässler C, Duff SJ, Hayes A, Kuster MS,",*The Journal of arthroplasty*,* [Can Prophylactic Cables Stop Crack Propagation in Revision Arthroplasty: A Biomechanical Study.](https://www.ncbi.nlm.nih.gov/pubmed/30824292)
gait mechanics in women of the acl-sports randomized control trial: interlimb symmetry improves over time regardless of treatment group.,acl-sports training anterior cruciate ligament reconstruction (aclr) gait mechanics musculoskeletal modeling rehabilitation women,gait mechanics in women of the acl-sports randomized control trial: interlimb symmetry improves over time regardless of treatment group.,REHABILITATION,"Capin JJ, Zarzycki R, Ito N, Khandha A, Dix C, Manal K, Buchanan TS, Snyder-Mackler L,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Gait Mechanics in Women of the ACL-SPORTS Randomized Control Trial: Interlimb Symmetry Improves Over Time Regardless of Treatment Group.](https://www.ncbi.nlm.nih.gov/pubmed/31042301)
creatine supplementation can improve impact control in high-intensity interval training.,exhaustion injury risk muscle activity running shock attenuation sports nutrition,creatine supplementation can improve impact control in high-intensity interval training.,REHABILITATION,"da Silva Azevedo AP, Michelone Acquesta F, Lancha AH, Bertuzzi R, Poortmans JR, Amadio AC, Cerca Serrão J,","*Nutrition (Burbank, Los Angeles County, Calif.)*",* [Creatine supplementation can improve impact control in high-intensity interval training.](https://www.ncbi.nlm.nih.gov/pubmed/30708260)
"non-invasive, brain-controlled functional electrical stimulation for locomotion rehabilitation in individuals with paraplegia.",,"non-invasive, brain-controlled functional electrical stimulation for locomotion rehabilitation in individuals with paraplegia.",REHABILITATION,"Selfslagh A, Shokur S, Campos DSF, Donati ARC, Almeida S, Yamauti SY, Coelho DB, Bouri M, Nicolelis MAL,",*Scientific reports*,"* [Non-invasive, Brain-controlled Functional Electrical Stimulation for Locomotion Rehabilitation in Individuals with Paraplegia.](https://www.ncbi.nlm.nih.gov/pubmed/31043637)"
how do patients improve their timed up and go test? responsiveness to rehabilitation of the tug test in elderly neurological patients.,balance and locomotor impairment elderly itug instrumental timed up and go test rehabilitation responsiveness,how do patients improve their timed up and go test? responsiveness to rehabilitation of the tug test in elderly neurological patients.,REHABILITATION,"Caronni A, Picardi M, Aristidou E, Antoniotti P, Pintavalle G, Redaelli V, Sterpi I, Corbo M,",*Gait & posture*,* [How do patients improve their timed up and go test? Responsiveness to rehabilitation of the TUG test in elderly neurological patients.](https://www.ncbi.nlm.nih.gov/pubmed/30802642)
sensitivity to change and responsiveness of the segmental assessment of trunk control (satco) in children with spinal cord injury.,spinal cord injury trunk control,sensitivity to change and responsiveness of the segmental assessment of trunk control (satco) in children with spinal cord injury.,REHABILITATION,"Argetsinger LC, Trimble SA, Roberts MT, Thompson JE, Ugiliweneza B, Behrman AL,",*Developmental neurorehabilitation*,* [Sensitivity to change and responsiveness of the Segmental Assessment of Trunk Control (SATCo) in children with spinal cord injury.](https://www.ncbi.nlm.nih.gov/pubmed/29787329)
effects of a lower extremity exercise program on gait biomechanics and clinical outcomes in children and adolescents with obesity: a randomized controlled trial.,biomechanics gait analysis kinematics orthopedics overweight physical therapy,effects of a lower extremity exercise program on gait biomechanics and clinical outcomes in children and adolescents with obesity: a randomized controlled trial.,REHABILITATION,"Horsak B, Schwab C, Baca A, Greber-Platzer S, Kreissl A, Nehrer S, Keilani M, Crevenna R, Kranzl A, Wondrasch B,",*Gait & posture*,* [Effects of a lower extremity exercise program on gait biomechanics and clinical outcomes in children and adolescents with obesity: A randomized controlled trial.](https://www.ncbi.nlm.nih.gov/pubmed/30851623)
relationship between locomotive syndrome and body composition among community-dwelling middle-age and elderly individuals in japan: the yakumo study.,bioelectrical impedance analysis ecw/tbw community-dwelling people locomotive syndrome,relationship between locomotive syndrome and body composition among community-dwelling middle-age and elderly individuals in japan: the yakumo study.,REHABILITATION,"Tanaka S, Ando K, Kobayashi K, Hida T, Seki T, Suzuki K, Ito K, Tsushima M, Morozumi M, Machino M, Ota K, Ishiguro N, Hasegawa Y, Imagama S,",*Modern rheumatology*,* [Relationship between locomotive syndrome and body composition among community-dwelling middle-age and elderly individuals in Japan: The Yakumo study.](https://www.ncbi.nlm.nih.gov/pubmed/29652197)
the effects of locomotor training in children with spinal cord injury: a systematic review.,and adolescent child gait gait training locomotor training spinal cord injury,the effects of locomotor training in children with spinal cord injury: a systematic review.,REHABILITATION,"Donenberg JG, Fetters L, Johnson R,",*Developmental neurorehabilitation*,* [The effects of locomotor training in children with spinal cord injury: a systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/29920126)
the decrease in phase angle measured by bioelectrical impedance analysis reflects the increased locomotive syndrome risk in community-dwelling people: the yakumo study.,bioelectrical impedance analysis community-dwelling people locomotive syndrome risk test muscle mass phase angle,the decrease in phase angle measured by bioelectrical impedance analysis reflects the increased locomotive syndrome risk in community-dwelling people: the yakumo study.,REHABILITATION,"Tanaka S, Ando K, Kobayashi K, Hida T, Seki T, Hamada T, Ito K, Tsushima M, Morozumi M, Machino M, Ota K, Ishiguro N, Hasegawa Y, Imagama S,",*Modern rheumatology*,* [The decrease in phase angle measured by bioelectrical impedance analysis reflects the increased locomotive syndrome risk in community-dwelling people: The Yakumo study.](https://www.ncbi.nlm.nih.gov/pubmed/29694263)
individuals with chronic ankle instability exhibit dynamic postural stability deficits and altered unilateral landing biomechanics: a systematic review.,ankle instability lateral ankle sprain postural stability single leg landing,individuals with chronic ankle instability exhibit dynamic postural stability deficits and altered unilateral landing biomechanics: a systematic review.,REHABILITATION,"Simpson JD, Stewart EM, Macias DM, Chander H, Knight AC,",*Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine*,* [Individuals with chronic ankle instability exhibit dynamic postural stability deficits and altered unilateral landing biomechanics: A systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/29914742)
a single session of trip-specific training modifies trunk control following treadmill induced balance perturbations in stroke survivors.,balance biomechanics dynamic fall response stroke trips,a single session of trip-specific training modifies trunk control following treadmill induced balance perturbations in stroke survivors.,REHABILITATION,"Nevisipour M, Grabiner MD, Honeycutt CF,",*Gait & posture*,* [A single session of trip-specific training modifies trunk control following treadmill induced balance perturbations in stroke survivors.](https://www.ncbi.nlm.nih.gov/pubmed/30904789)
localization strategies for robotic endoscopic capsules: a review.,electromagnetic-waves localization strategies magnetic-based localization radio-waves localization robotic capsule endoscopy visible-waves localization,localization strategies for robotic endoscopic capsules: a review.,ROBOTICS,"Bianchi F, Masaracchia A, Shojaei Barjuei E, Menciassi A, Arezzo A, Koulaouzidis A, Stoyanov D, Dario P, Ciuti G,",*Expert review of medical devices*,* [Localization strategies for robotic endoscopic capsules: a review.](https://www.ncbi.nlm.nih.gov/pubmed/31056968)
bioinspired photodetachable dry self-cleaning surface.,,bioinspired photodetachable dry self-cleaning surface.,ROBOTICS,"Chen P, Li X, Ma J, Zhang R, Qin F, Wang J, Hu TS, Zhang Y, Xu Q,",*Langmuir : the ACS journal of surfaces and colloids*,* [Bioinspired Photodetachable Dry Self-Cleaning Surface.](https://www.ncbi.nlm.nih.gov/pubmed/30990696)
development of g: a test in an amphibious fish.,,development of g: a test in an amphibious fish.,ROBOTICS,"Styga JM, Houslay TM, Wilson AJ, Earley RL,",*Heredity*,* [Development of G: a test in an amphibious fish.](https://www.ncbi.nlm.nih.gov/pubmed/30327484)
a remotely controlled transformable soft robot based on engineered cardiac tissue construct.,biohybrid devices photoresponsive systems soft robots targeted drug delivery tissue engineering transformable robots,a remotely controlled transformable soft robot based on engineered cardiac tissue construct.,ROBOTICS,"Xu B, Han X, Hu Y, Luo Y, Chen CH, Chen Z, Shi P,","*Small (Weinheim an der Bergstrasse, Germany)*",* [A Remotely Controlled Transformable Soft Robot Based on Engineered Cardiac Tissue Construct.](https://www.ncbi.nlm.nih.gov/pubmed/30907071)
self-supervised learning of the biologically-inspired obstacle avoidance of hexapod walking robot.,,self-supervised learning of the biologically-inspired obstacle avoidance of hexapod walking robot.,ROBOTICS,"Čížek P, Faigl J,",*Bioinspiration & biomimetics*,* [Self-supervised learning of the biologically-inspired obstacle avoidance of hexapod walking robot.](https://www.ncbi.nlm.nih.gov/pubmed/30995613)
visual-spatial memory deficits are related to increased knee valgus angle during a sport-specific sidestep cut.,acl cognition dual task knee valgus,visual-spatial memory deficits are related to increased knee valgus angle during a sport-specific sidestep cut.,SPORT/EXERCISE,"Monfort SM, Pradarelli JJ, Grooms DR, Hutchison KA, Onate JA, Chaudhari AMW,",*The American journal of sports medicine*,* [Visual-Spatial Memory Deficits Are Related to Increased Knee Valgus Angle During a Sport-Specific Sidestep Cut.](https://www.ncbi.nlm.nih.gov/pubmed/30986095)
kicking foot swing planes and support leg kinematics in rugby place kicking: differences between accurate and inaccurate kickers.,3d analysis biomechanics coaching performance team sport,kicking foot swing planes and support leg kinematics in rugby place kicking: differences between accurate and inaccurate kickers.,SPORT/EXERCISE,"Bezodis NE, Atack A, Willmott AP, Callard JEB, Trewartha G,",*European journal of sport science*,* [Kicking foot swing planes and support leg kinematics in rugby place kicking: Differences between accurate and inaccurate kickers.](https://www.ncbi.nlm.nih.gov/pubmed/30221585)
socioecological correlates of perceived motor competence in 5- to 7-year-old finnish children.,ktk tgmd-3 body mass index childcare center locomotor skills object control skills self-perception socioecological model,socioecological correlates of perceived motor competence in 5- to 7-year-old finnish children.,SPORT/EXERCISE,"Niemistö D, Barnett LM, Cantell M, Finni T, Korhonen E, Sääkslahti A,",*Scandinavian journal of medicine & science in sports*,* [Socioecological correlates of perceived motor competence in 5- to 7-year-old Finnish children.](https://www.ncbi.nlm.nih.gov/pubmed/30663804)
"does fundamental movement skill proficiency vary by sex, class group or weight status? evidence from an irish primary school setting.",fms tgmd-3 motor competence physical activity physical education,"does fundamental movement skill proficiency vary by sex, class group or weight status? evidence from an irish primary school setting.",SPORT/EXERCISE,"Kelly L, O'Connor S, Harrison AJ, Ní Chéilleachair NJ,",*Journal of sports sciences*,"* [Does fundamental movement skill proficiency vary by sex, class group or weight status? Evidence from an Irish primary school setting.](https://www.ncbi.nlm.nih.gov/pubmed/30422061)"
the effect of limb dominance on change of direction biomechanics: a systematic review of its importance for injury risk.,anterior cruciate ligament asymmetries cutting limb preference,the effect of limb dominance on change of direction biomechanics: a systematic review of its importance for injury risk.,SPORT/EXERCISE,"Dos'Santos T, Bishop C, Thomas C, Comfort P, Jones PA,",*Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine*,* [The effect of limb dominance on change of direction biomechanics: A systematic review of its importance for injury risk.](https://www.ncbi.nlm.nih.gov/pubmed/30986764)
effect of environmental constraints on multi-segment coordination patterns during the tennis service in expert performers.,synergies expertise tennis service multi-segment action,effect of environmental constraints on multi-segment coordination patterns during the tennis service in expert performers.,SPORT/EXERCISE,"Shafizadeh M, Bonner S, Fraser J, Barnes A,",*Journal of sports sciences*,* [Effect of environmental constraints on multi-segment coordination patterns during the tennis service in expert performers.](https://www.ncbi.nlm.nih.gov/pubmed/30380360)
techniques and considerations for monitoring swimmers' passive drag.,biomechanics gliding measurements resistant force streamline,techniques and considerations for monitoring swimmers' passive drag.,SPORT/EXERCISE,"Scurati R, Gatta G, Michielon G, Cortesi M,",*Journal of sports sciences*,* [Techniques and considerations for monitoring swimmers' passive drag.](https://www.ncbi.nlm.nih.gov/pubmed/30449240)
kinematic determinants of performance parameters during golf swing.,motion/posture analysis biomechanical testing/analysis joint biomechanics motion analysis systems,kinematic determinants of performance parameters during golf swing.,SPORT/EXERCISE,"Khuyagbaatar B, Purevsuren T, Kim YH,","*Proceedings of the Institution of Mechanical Engineers. Part H, Journal of engineering in medicine*",* [Kinematic determinants of performance parameters during golf swing.](https://www.ncbi.nlm.nih.gov/pubmed/30912691)
assessing horizontal force production in resisted sprinting: computation and practical interpretation.,friction coefficient ground-reaction force heavy sled kinetics power sprint training system mass,assessing horizontal force production in resisted sprinting: computation and practical interpretation.,SPORT/EXERCISE,"Cross MR, Tinwala F, Lenetsky S, Brown SR, Brughelli M, Morin JB, Samozino P,",*International journal of sports physiology and performance*,* [Assessing Horizontal Force Production in Resisted Sprinting: Computation and Practical Interpretation.](https://www.ncbi.nlm.nih.gov/pubmed/30975007)
effects of methamphetamine on alloparental behavior in male and female prairie voles.,adrenals alloparental behavior methamphetamine prairie vole prosocial behavior,effects of methamphetamine on alloparental behavior in male and female prairie voles.,SPORT/EXERCISE,"Perry AN, Ortiz RJ, Hernandez KR, Cushing BS,",*Physiology & behavior*,* [Effects of methamphetamine on alloparental behavior in male and female prairie voles.](https://www.ncbi.nlm.nih.gov/pubmed/28917948)
the effects of running a 12-km race on neuromuscular performance measures in recreationally competitive runners.,biomechanics fatigue locomotion performance,the effects of running a 12-km race on neuromuscular performance measures in recreationally competitive runners.,SPORT/EXERCISE,"Murray L, Beaven CM, Hébert-Losier K,",*Gait & posture*,* [The effects of running a 12-km race on neuromuscular performance measures in recreationally competitive runners.](https://www.ncbi.nlm.nih.gov/pubmed/30952107)
"increased femoral anteversion-related biomechanical abnormalities: lower extremity function, falling frequencies, and fatigue.",fall fatigue femoral anteversion function,"increased femoral anteversion-related biomechanical abnormalities: lower extremity function, falling frequencies, and fatigue.",SPORT/EXERCISE,"Leblebici G, Akalan E, Apti A, Kuchimov S, Kurt A, Onerge K, Temelli Y, Miller F,",*Gait & posture*,"* [Increased femoral anteversion-related biomechanical abnormalities: lower extremity function, falling frequencies, and fatigue.](https://www.ncbi.nlm.nih.gov/pubmed/30952106)"
effects of footwear midsole thickness on running biomechanics.,minimalist footstrike pattern maximalist temporal spatial parameters vertical loading rate,effects of footwear midsole thickness on running biomechanics.,SPORT/EXERCISE,"Law MHC, Choi EMF, Law SHY, Chan SSC, Wong SMS, Ching ECK, Chan ZYS, Zhang JH, Lam GWK, Lau FOY, Cheung RTH,",*Journal of sports sciences*,* [Effects of footwear midsole thickness on running biomechanics.](https://www.ncbi.nlm.nih.gov/pubmed/30358487)
physical exercise and prader-willi syndrome: a systematic review.,body composition fitness genetic syndrome growth hormone metabolic response obesity physical activity,physical exercise and prader-willi syndrome: a systematic review.,SPORT/EXERCISE,"Morales JS, Valenzuela PL, Pareja-Galeano H, Rincón-Castanedo C, Rubin DA, Lucia A,",*Clinical endocrinology*,* [Physical exercise and Prader-Willi syndrome: A systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/30788853)
corrigendum to 'a systematic review of the discriminating biomechanical parameters during the single leg squat' physical therapy in sport 36 (2019) 78-91.,,corrigendum to 'a systematic review of the discriminating biomechanical parameters during the single leg squat' physical therapy in sport 36 (2019) 78-91.,SPORT/EXERCISE,"Warner MB, Wilson DA, Herrington L, Dixon S, Power C, Jones R, Heller MO, Carden P, Lewis CL,",*Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine*,* [Corrigendum to 'A Systematic review of the discriminating biomechanical parameters during the single leg Squat' [Physical Therapy in Sport 36 (2019) 78-91].](https://www.ncbi.nlm.nih.gov/pubmed/30877845)
"reply to carson and collins: comment on: ""challenging conventional paradigms in applied sports biomechanics research"".",,"reply to carson and collins: comment on: ""challenging conventional paradigms in applied sports biomechanics research"".",SPORT/EXERCISE,"Glazier PS, Mehdizadeh S,","*Sports medicine (Auckland, N.Z.)*","* [Reply to Carson and Collins: Comment on: ""Challenging Conventional Paradigms in Applied Sports Biomechanics Research"".](https://www.ncbi.nlm.nih.gov/pubmed/30798444)"
validity and reliability of 15 hz global positioning system units for assessing the activity profiles of university football players.,,validity and reliability of 15 hz global positioning system units for assessing the activity profiles of university football players.,SPORT/EXERCISE,"Barr M, Beaver T, Turczyn D, Cornish S,",*Journal of strength and conditioning research*,* [Validity and Reliability of 15 Hz Global Positioning System Units for Assessing the Activity Profiles of University Football Players.](https://www.ncbi.nlm.nih.gov/pubmed/29733299)
occupational biomechanical risk factors for radial nerve entrapment in a 13-year prospective study among male construction workers.,elbow flexion/extension hand tools hand-arm vibration job exposure matrix nerve entrapment neuropathy repetitive static work upper extremity load,occupational biomechanical risk factors for radial nerve entrapment in a 13-year prospective study among male construction workers.,SPORT/EXERCISE,"Jackson JA, Olsson D, Burdorf A, Punnett L, Järvholm B, Wahlström J,",*Occupational and environmental medicine*,* [Occupational biomechanical risk factors for radial nerve entrapment in a 13-year prospective study among male construction workers.](https://www.ncbi.nlm.nih.gov/pubmed/30850390)
impact of ball weight on medial elbow torque in youth baseball pitchers.,pitching biomechanics overuse injury pitch speed throwing program torque ulnar collateral ligament weighted ball weighted baseball youth baseball,impact of ball weight on medial elbow torque in youth baseball pitchers.,SPORT/EXERCISE,"Okoroha KR, Meldau JE, Jildeh TR, Stephens JP, Moutzouros V, Makhni EC,",*Journal of shoulder and elbow surgery*,* [Impact of ball weight on medial elbow torque in youth baseball pitchers.](https://www.ncbi.nlm.nih.gov/pubmed/31053389)
"comment on: ""challenging conventional paradigms in applied sports biomechanics research"".",,"comment on: ""challenging conventional paradigms in applied sports biomechanics research"".",SPORT/EXERCISE,"Carson HJ, Collins D,","*Sports medicine (Auckland, N.Z.)*","* [Comment on: ""Challenging Conventional Paradigms in Applied Sports Biomechanics Research"".](https://www.ncbi.nlm.nih.gov/pubmed/30887311)"
associations between gross motor skills and cognitive development in toddlers.,cognition early childhood locomotor skills object manipulation skills stability skills,associations between gross motor skills and cognitive development in toddlers.,SPORT/EXERCISE,"Veldman SLC, Santos R, Jones RA, Sousa-Sá E, Okely AD,",*Early human development*,* [Associations between gross motor skills and cognitive development in toddlers.](https://www.ncbi.nlm.nih.gov/pubmed/30965194)
biomechanical properties of the repaired and non-repaired rat supraspinatus tendon in the acute postoperative period.,acute tendon healing qlv model sbe model rat rotator cuff tear tendon biomechanics,biomechanical properties of the repaired and non-repaired rat supraspinatus tendon in the acute postoperative period.,TENDON/LIGAMENT,"Kurdziel MD, Davidson A, Ross D, Seta J, Doshi S, Baker KC, Maerz T,",*Connective tissue research*,* [Biomechanical properties of the repaired and non-repaired rat supraspinatus tendon in the acute postoperative period.](https://www.ncbi.nlm.nih.gov/pubmed/29929403)
ulnar collateral ligament insufficiency affects cubital tunnel syndrome during throwing motion: a cadaveric biomechanical study.,cubital tunnel elbow elongation ulnar collateral ligament ulnar nerve valgus laxity,ulnar collateral ligament insufficiency affects cubital tunnel syndrome during throwing motion: a cadaveric biomechanical study.,TENDON/LIGAMENT,"Mihata T, Akeda M, Künzler M, McGarry MH, Neo M, Lee TQ,",*Journal of shoulder and elbow surgery*,* [Ulnar collateral ligament insufficiency affects cubital tunnel syndrome during throwing motion: a cadaveric biomechanical study.](https://www.ncbi.nlm.nih.gov/pubmed/31053390)
irradiation sterilization used for allogenetic tendon: a literature review of current concept.,biomechanics histological property irradiation sterilization radiation protectant tendon allograft,irradiation sterilization used for allogenetic tendon: a literature review of current concept.,TENDON/LIGAMENT,"Yang X, Feng J, Wang F, Hu Y,",*Cell and tissue banking*,* [Irradiation sterilization used for allogenetic tendon: a literature review of current concept.](https://www.ncbi.nlm.nih.gov/pubmed/31054008)
efficacy of combining prp and mmp inhibitors in treating moderately damaged tendons ex vivo.,mmp-13 biomechanical properties histopathology matrix metalloproteinase inhibitor platelet rich plasma rat. tendinopathy,efficacy of combining prp and mmp inhibitors in treating moderately damaged tendons ex vivo.,TENDON/LIGAMENT,"Jafari L, Hassanisaber H, Savard M, Gobeil F, Langelier E,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Efficacy of combining PRP and MMP inhibitors in treating moderately damaged tendons ex vivo.](https://www.ncbi.nlm.nih.gov/pubmed/31042324)
fibroblast growth factor 2 enhances tendon-to-bone healing in a rat rotator cuff repair of chronic tears.,chronic rotator cuff tear fibroblast growth factor 2 scleraxis tenomodulin,fibroblast growth factor 2 enhances tendon-to-bone healing in a rat rotator cuff repair of chronic tears.,TENDON/LIGAMENT,"Yonemitsu R, Tokunaga T, Shukunami C, Ideo K, Arimura H, Karasugi T, Nakamura E, Ide J, Hiraki Y, Mizuta H,",*The American journal of sports medicine*,* [Fibroblast Growth Factor 2 Enhances Tendon-to-Bone Healing in a Rat Rotator Cuff Repair of Chronic Tears.](https://www.ncbi.nlm.nih.gov/pubmed/31038985)
overlay repair with a synthetic collagen scaffold improves the quality of healing in a rat rotator cuff repair model.,animal model bone-tendon healing collagen preclinical rotator cuff scaffold,overlay repair with a synthetic collagen scaffold improves the quality of healing in a rat rotator cuff repair model.,TENDON/LIGAMENT,"Zhu M, Tay ML, Callon K, Tuari D, Zhao L, Dray M, Zhang J, Dalbeth N, Munro J, Young S, Coleman B, Patel D, Cornish J, Musson D,",*Journal of shoulder and elbow surgery*,* [Overlay repair with a synthetic collagen scaffold improves the quality of healing in a rat rotator cuff repair model.](https://www.ncbi.nlm.nih.gov/pubmed/30723031)
double bundle anterior cruciate ligament reconstruction: failure rate and patients-reported outcomes at 4-11 years of follow up.,anterior cruciate ligament arthroscopy clinical outcomes double bundle failure,double bundle anterior cruciate ligament reconstruction: failure rate and patients-reported outcomes at 4-11 years of follow up.,TENDON/LIGAMENT,"Volpi P, Quaglia A, Carimati G, Galli M, Papalia R, Petrillo S,",*Journal of orthopaedics*,* [Double bundle anterior cruciate ligament reconstruction: Failure rate and patients-reported outcomes at 4-11 years of follow up.](https://www.ncbi.nlm.nih.gov/pubmed/30906128)
reactive strength index and knee extension strength characteristics are predictive of single-leg hop performance after anterior cruciate ligament reconstruction.,,reactive strength index and knee extension strength characteristics are predictive of single-leg hop performance after anterior cruciate ligament reconstruction.,TENDON/LIGAMENT,"Birchmeier T, Lisee C, Geers B, Kuenze C,",*Journal of strength and conditioning research*,* [Reactive Strength Index and Knee Extension Strength Characteristics Are Predictive of Single-Leg Hop Performance After Anterior Cruciate Ligament Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/30844991)
non-uniform strain distribution in anterolateral capsule of knee: implications for surgical repair.,anterolateral capsule anterolateral ligament biomechanics knee strain,non-uniform strain distribution in anterolateral capsule of knee: implications for surgical repair.,TENDON/LIGAMENT,"Guenther D, Sexton SL, Bell KM, Irarrázaval S, Fu FH, Musahl V, Debski RE,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Non-uniform strain distribution in anterolateral capsule of knee: Implications for surgical repair.](https://www.ncbi.nlm.nih.gov/pubmed/30859610)
outcomes of posterior cruciate ligament tibial avulsion treated with staple fixation: stress telos x-ray evaluation.,fracture internal fixation knee posterior cruciate ligament staple,outcomes of posterior cruciate ligament tibial avulsion treated with staple fixation: stress telos x-ray evaluation.,TENDON/LIGAMENT,"Reverte-Vinaixa MM, Nuñez JH, Muñeton D, Joshi N, Castellet E, Minguell J,",*European journal of orthopaedic surgery & traumatology : orthopedie traumatologie*,* [Outcomes of posterior cruciate ligament tibial avulsion treated with staple fixation: stress TELOS X-ray evaluation.](https://www.ncbi.nlm.nih.gov/pubmed/30656430)
a biomechanical study of the role of the anterolateral ligament and the deep iliotibial band for control of a simulated pivot shift with comparison of minimally invasive extra-articular anterolateral tendon graft reconstruction versus modified lemaire reconstruction after anterior cruciate ligament reconstruction.,,a biomechanical study of the role of the anterolateral ligament and the deep iliotibial band for control of a simulated pivot shift with comparison of minimally invasive extra-articular anterolateral tendon graft reconstruction versus modified lemaire reconstruction after anterior cruciate ligament reconstruction.,TENDON/LIGAMENT,"Smith PA, Thomas DM, Pomajzl RJ, Bley JA, Pfeiffer FM, Cook JL,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [A Biomechanical Study of the Role of the Anterolateral Ligament and the Deep Iliotibial Band for Control of a Simulated Pivot Shift With Comparison of Minimally Invasive Extra-articular Anterolateral Tendon Graft Reconstruction Versus Modified Lemaire Reconstruction After Anterior Cruciate Ligament Reconstruction.](https://www.ncbi.nlm.nih.gov/pubmed/30926192)
magnetic resonance imaging appearances of the capsulo-osseous layer of the iliotibial band and femoral attachments of the iliotibial band in the normal and pivot-shift acl injured knee.,acl anterolateral rotatory instability capsulo-osseous layer femoral attachments mri pivot shift,magnetic resonance imaging appearances of the capsulo-osseous layer of the iliotibial band and femoral attachments of the iliotibial band in the normal and pivot-shift acl injured knee.,TENDON/LIGAMENT,"Khanna M, Gupte C, Dodds A, Williams A, Walker M,",*Skeletal radiology*,* [Magnetic resonance imaging appearances of the capsulo-osseous layer of the iliotibial band and femoral attachments of the iliotibial band in the normal and pivot-shift ACL injured knee.](https://www.ncbi.nlm.nih.gov/pubmed/30593591)
