id,topic,authors,title,journal,year,vol_issue,doi
5787,REHABILITATION,"['Perez-Rodriguez R, et al']",Anticipatory assistance-as-needed control algorithm for a multijoint upper limb robotic orthosis in physical neurorehabilitation,Expert Systems with Applications,2014, 41(8): 3922-3934,http://dx.doi.org/10.1016/j.eswa.2013.11.047
5788,REHABILITATION,"['Kelley BJ, Harel NY, Kim CY, Papademetris X, Coman D, Wang XX, et al']",Diffusion tensor imaging as a predictor of locomotor function after experimental spinal cord injury and recovery,Journal of Neurotrauma;31(15):1362-73. http://dx.doi.org/10.1089/neu,2013.323,2013,238
5789,REHABILITATION,"['Hamaoui, A', 'Alamini-Rodrigues, C']",Effect of experimentally-induced trunk muscular tensions on the sit-to-stand task performance and associated postural adjustments,Frontiers In Human Neuroscience,2017,11:00,http://dx.doi.org/10.3389/fnhum.2017.00032
5790,REHABILITATION,"['Wikstrom J, Georgoulas G, Moutsopoulos T and Seferiadis A']",Intelligent data analysis of instrumented gait data in stroke patients-a systematic review,Computers in Biology and Medicine;51:61-72. http://dx.doi.org/10.1016/j.compbiomed,2014.04.00,2014,4.004
5791,REHABILITATION,"['Lee, Y', 'Chen, K', 'Ren, YP', 'Son, JS', 'Cohen, BA', 'Sliwa, JA', 'Zhang, LQ']",Robot-guided ankle sensorimotor rehabilitation of patients with multiple sclerosis,Multiple Sclerosis And Related Disorders,2017,11:65-70,http://dx.doi.org/10.1016/j.msard.2016.12.006
5792,REHABILITATION,"['Ramlee, MH', 'Beng, GK']",Function and biomechanics of upper limb in post-stroke patients - a systematic review,Journal Of Mechanics In Medicine And Biology,2017,17:00,http://dx.doi.org/10.1142/S0219519417500993
5793,REHABILITATION,"['Li ZL, Tan C, Wu YH, Ding Y, Wang HJ, Chen WJ, et al']",Whole-body vibration and resistance exercise prevent long-term hindlimb unloading-induced bone loss: Independent and interactive effects,European Journal of Applied Physiology;112(11):3743-53. http://dx.doi.org/10.1007/s00421-012-2355,,,
5794,REHABILITATION,"['Eguchi, Y', 'Kadone, H', 'Suzuki, K']",Standing mobility device with passive lower limb exoskeleton for upright locomotion,Ieee-Asme Transactions On Mechatronics,2018,23:1608-1618,http://dx.doi.org/10.1109/TMECH.2018.2799865
5795,REHABILITATION,"['Hall AL, Peterson CL, Kautz SA and Neptune RR']",Relationships between muscle contributions to walking subtasks and functional walking status in persons with post-stroke hemiparesis,Clinical Biomechanics,2011,26(5):509-15,http://dx.doi.org/10.1016/j.clinbiomech.2010.12.010
5796,REHABILITATION,"['Bjornson, KF', 'Moreau, N', 'Bodkin, AW']",Short-burst interval treadmill training walking capacity and performance in cerebral palsy: a pilot study,Developmental Neurorehabilitation,2019,22:126-133,http://dx.doi.org/10.1080/17518423.2018.1462270
5797,REHABILITATION,['Yang JF and Musselman KE'],"Training to achieve over ground walking after spinal cord injury: A review of who, what, when, and how",Journal of Spinal Cord Medicine;35(5):293-304. http://dx.doi.org/10.1179,2045772312y.000000003,2045772312y,36
5798,REHABILITATION,"['Cossette I, Ouellet MC and McFadyen BJ']",A preliminary study to identify locomotor-cognitive dual tasks that reveal persistent executive dysfunction after mild traumatic brain injury,Archives of Physical Medicine and Rehabilitation;95(8):1594-7. http://dx.doi.org/10.1016/j.apmr,2014.03.01,2014,3.019
5799,REHABILITATION,['Alibiglou L and Brown DA'],Relative temporal leading or following position of the contralateral limb generates different aftereffects in muscle phasing following adaptation training post-stroke,Experimental Brain Research,2011,211(1):37-50,http://dx.doi.org/10.1007/s00221-011-2644-9
5800,REHABILITATION,"['Wang, Y', 'Li, ZW', 'Luo, M', 'Li, YJ', 'Zhang, KQ']",Biological conduits combining bone marrow mesenchymal stem cells and extracellular matrix to treat long-segment sciatic nerve defects,Neural Regeneration Research,2015,10:965-971,http://dx.doi.org/10.4103/1673-5374.158362
5801,REHABILITATION,"['Donatelli R, Ruivo RM, Thurner M, Ibrahim MI']",New concepts in restoring shoulder elevation in a stiff and painful shoulder patient,Physical Therapy in Sport,2014, 15(1): 3-14,http://dx.doi.org/10.1016/j.ptsp.2013.11.001
5802,REHABILITATION,"['Kim, SY', 'Yang, L', 'Park, IJ', 'Kim, EJ', 'Park, MS', 'You, SH', 'Kim, YH', 'Ko, HY', 'Shin, YI']","Effects of innovative walkbot robotic-assisted locomotor training on balance and gait recovery in hemiparetic stroke: a prospective, randomized, experimenter blinded case control study with a four-week follow-up (vol 23, pg 636, 2015)",Ieee Transactions On Neural Systems And Rehabilitation Engineering,2015,23:1128-1128,http://dx.doi.org/10.1109/TNSRE.2015.2497058
5803,REHABILITATION,"['Karelis, AD', 'Carvalho, LP', 'Castillo, MJE', 'Gagnon, DH', 'Aubertin-Leheudre, M']",Effect on body composition and bone mineral density of walking with a robotic exoskeleton in adults with chronic spinal cord injury,Journal Of Rehabilitation Medicine,2017,49:84-87,http://dx.doi.org/10.2340/16501977-2173
5804,REHABILITATION,"['Boeltz T, Ireland M, Mathis K, Nicolini J, Poplavski K, Rose SJ, et al']",Effects of treadmill training on functional recovery following peripheral nerve injury in rats,Journal of Neurophysiology,2013,109(11):2645-57,http://dx.doi.org/10.1152/jn.00946.2012
5805,REHABILITATION,"['Vaillant M, Edgecombe T, Long CR, Pickar JG and Kawchuk GN']",The effect of duration and amplitude of spinal manipulative therapy (smt) on spinal stiffness,Manual Therapy;17(6):577-83. http://dx.doi.org/10.1016/j.math,2012.06.00,2012,6.006
5806,REHABILITATION,"['Scano, A', 'Chiavenna, A', 'Malosio, M', 'Tosatti, LM']",Kinect v2 performance assessment in daily-life gestures: cohort study on healthy subjects for a reference database for automated instrumental evaluations on neurological patients,Applied Bionics And Biomechanics,2017,NaN,http://dx.doi.org/10.1155/2017/8567084
5807,REHABILITATION,"['Williams JM, Cuesta-Vargas A']",QUANTIFICATION OF PRONE THORACIC MANIPULATION USING INERTIAL SENSOR-DERIVED ACCELERATIONS,Journal of Manipulative and Physiological Therapeutics,2014, 37(4): 230-235,http://dx.doi.org/10.1016/j.jmpt.2014.02.002
5808,REHABILITATION,"['Cossette, I', 'Ouellet, MC', 'McFadyen, BJ']","A preliminary study to identify locomotor-cognitive dual tasks that reveal persistent executive dysfunction after mild traumatic brain injury (vol 95, pg 1594, 2014)",Archives Of Physical Medicine And Rehabilitation,2015,96:764-764,http://dx.doi.org/10.1016/j.apmr.2015.02.013
5809,REHABILITATION,"['Ilha J, Centenaro LA, Cunha NB, de Souza DF, Jaeger M, do Nascimento PS, et al']",The beneficial effects of treadmill step training on activity-dependent synaptic and cellular plasticity markers after complete spinal cord injury,Neurochemical Research,2011,36(6):1046-55,http://dx.doi.org/10.1007/s11064-011-0446-x
5810,REHABILITATION,"['Trenado, C', 'Amtage, F', 'Huethe, F', 'Schulte-Monting, J', 'Mendez-Balbuena, I', 'Baker, SN', 'Baker, M', 'Hepp-Reymond, MC', 'Manjarrez, E', 'Kristeva, R']",Suppression of enhanced physiological tremor via stochastic noise: initial observations,Plos One,2014,9:00,http://dx.doi.org/10.1371/journal.pone.0112782
5811,REHABILITATION,"['Tederko, P', 'Krasuski, T', 'Krasuski, M', 'Dlugolecka, A', 'Tarnacka, B']",Determinants of health knowledge and health perceptions from the perspective of health-related education of patients with spinal cord injury: a systematic review,International Journal Of Rehabilitation Research,2017,40:97-106,http://dx.doi.org/10.1097/MRR.0000000000000215
5812,REHABILITATION,"['Karamanidis K, Oberlander KD, Niehoff A, Epro G and Bruggemann GP']",Effect of exercise-induced enhancement of the leg-extensor muscle-tendon unit capacities on ambulatory mechanics and knee osteoarthritis markers in the elderly,Plos One,2014,9(6),http://dx.doi.org/10.1371/journal.pone.0099330
5813,REHABILITATION,"['Moon JG, Bither N, Jeon YJ and Oh SM']",Non surgically managed anteromedial coronoid fractures in posteromedial rotatory instability: Three cases with 2 years follow-up,Archives of Orthopaedic and Trauma Surgery,2013,133(12):1665-8,http://dx.doi.org/10.1007/s00402-013-1846-y
5814,REHABILITATION,"['Patterson TS, Bishop MD, McGuirk TE, Sethi A and Richards LG']",Reliability of upper extremity kinematics while performing different tasks in individuals with stroke,Journal of Motor Behavior,2011,43(2):121-30,http://dx.doi.org/10.1080/00222895.2010.548422
5815,REHABILITATION,"['King, E', 'Franklyn-Miller, A', 'Richter, C', ""O'Reilly, E"", 'Doolan, M', 'Moran, K', 'Strike, S', 'Falvey, E']",Clinical and biomechanical outcomes of rehabilitation targeting intersegmental control in athletic groin pain: prospective cohort of 205 patients,British Journal Of Sports Medicine,2018,52:1054-43,http://dx.doi.org/10.1136/bjsports-2016-097089
5816,REHABILITATION,"['Mihata T, McGarry MH, Pirolo JM, Kinoshita M and Lee TQ']",Superior capsule reconstruction to restore superior stability in irreparable rotator cuff tears a biomechanical cadaveric study,American Journal of Sports Medicine;40(10):2248-55. http://dx.doi.org/10.1177/03635465124561,,,
5817,REHABILITATION,"['Corbett DB, Peer KS and Ridgel AL']",Biomechanical muscle stimulation and active-assisted cycling improves active range of motion in individuals with parkinson's disease,Neurorehabilitation,2013,33(2):313-22,http://dx.doi.org/10.3233/nre-130961
5818,REHABILITATION,"['Kubiak EN, Beebe MJ, North K, Hitchcock R, Potter MQ']",Early Weight Bearing After Lower Extremity Fractures in Adults,Journal of the American Academy of Orthopaedic Surgeons,2013: 21(12): 727-738. http://dx.doi.org/10.5435/jaaos-21-12-72,2013: 21(12): 727-738,http://dx.doi.org/10.5435/jaaos-21-12-727
5819,REHABILITATION,"['Moyer RF, Birmingham TB, Dombroski CE, Walsh RF, Leitch KM, Jenkyn TR, et al']",Combined effects of a valgus knee brace and lateral wedge foot orthotic on the external knee adduction moment in patients with varus gonarthrosis,Archives of Physical Medicine and Rehabilitation;94(1):103-12. http://dx.doi.org/10.1016/j.apmr,2012.09.00,2012,9.004
5820,REHABILITATION,"['Laroche, D', 'Morisset, C', 'Fortunet, C', 'Baudet, A', 'Maillefert, JF', 'Ornetti, P']",Biomechanical and functional benefits during gait of a new knee brace that combines a valgus and tibial external rotation effect in medial osteoarthritis patients,Annals Of The Rheumatic Diseases,2014,73:251-251,http://dx.doi.org/10.1136/annrheumdis-2014-eular.1930
5821,REHABILITATION,"['Ronzi, Y', 'Roche-Leboucher, G', 'Begue, C', 'Dubus, V', 'Bontoux, L', 'Roquelaure, Y', 'Richard, I', 'Petit, A']",Efficiency of three treatment strategies on occupational and quality of life impairments for chronic low back pain patients: is the multidisciplinary approach the key feature to success?,Clinical Rehabilitation,2017,31:1364-1373,http://dx.doi.org/10.1177/0269215517691086
5822,REHABILITATION,"['Michiels S, De Hertogh W, Truijen S and Van de Heyning P']",Physical therapy treatment in patients suffering from cervicogenic somatic tinnitus: Study protocol for a randomized controlled trial,Trials;15. http://dx.doi.org/10.1186/1745-6215-15-2,,,
5823,REHABILITATION,"['Lu Q, Liang JX, Qiao B and Ma O']",A new active body weight support system capable of virtually offloading partial body mass,Ieee-Asme Transactions on Mechatronics;18(1):11,20. http://dx.doi.org/10.1109/tmech.2011.216055,20,http://dx.doi.org/10.1109/tmech.2011.2160555
5824,REHABILITATION,"['Ambrosini, E', 'De Marchis, C', 'Pedrocchi, A', 'Ferrigno, G', 'Monticone, M', 'Schmid, M', ""D'Alessio, T"", 'Conforto, S', 'Ferrante, S']",Neuro-mechanics of recumbent leg cycling in post-acute stroke patients,Annals Of Biomedical Engineering,2016,44:3238-3251,http://dx.doi.org/10.1007/s10439-016-1660-0
5825,REHABILITATION,"['Weishaupt N, Li S, Di Pardo A, Sipione S and Fouad K']",Synergistic effects of bdnf and rehabilitative training on recovery after cervical spinal cord injury,Behavioural Brain Research;239:31-42. http://dx.doi.org/10.1016/j.bbr,2012.10.04,2012,0.047
5826,REHABILITATION,"['Galli M, Cimolin V, Rigoldi C, Castori M, Celletti C, Albertini G, et al']",Gait strategy in patients with ehlers-danlos syndrome hypermobility type: A kinematic and kinetic evaluation using 3d gait analysis,Research in Developmental Disabilities,2011,32(5):1663-8,http://dx.doi.org/10.1016/j.ridd.2011.02.018
5827,REHABILITATION,"['Harvey LA, Adams R, Chu J, Batty J and Barratt D']",A comparison of patients' and physiotherapists' expectations about walking post spinal cord injury: A longitudinal cohort study,Spinal Cord;50(7):548-52. http://dx.doi.org/10.1038/sc,2012,2012,
5828,REHABILITATION,"['Kang, MH', 'Choi, JY', 'Oh, JS']","Effects of crossed brassiere straps on pain, range of motion, and electromyographic activity of scapular upward rotators in women with scapular downward rotation syndrome",Pm&R,2015,7:1261-1268,http://dx.doi.org/10.1016/j.pmrj.2015.05.016
5829,REHABILITATION,"['Alcantara, CC', 'Charalambous, CC', 'Morton, SM', 'Russo, TL', 'Reisman, DS']",Different error size during locomotor adaptation affects transfer to overground walking poststroke,Neurorehabilitation And Neural Repair,2018,32:1020-1030,http://dx.doi.org/10.1177/1545968318809921
5830,REHABILITATION,"['Flynn JR, Dunn LR, Galea MP, Callister R, Callister RJ and Rank MM']",Exercise training after spinal cord injury selectively alters synaptic properties in neurons in adult mouse spinal cord,Journal of Neurotrauma,2013,30(10):891-6,http://dx.doi.org/10.1089/neu.2012.2714
5831,REHABILITATION,"['Charalambous, CC', 'Helm, EE', 'Lau, KA', 'Morton, SM', 'Reisman, DS']",The feasibility of an acute high-intensity exercise bout to promote locomotor learning after stroke,Topics In Stroke Rehabilitation,2018,25:83-89,http://dx.doi.org/10.1080/10749357.2017.1399527
5832,REHABILITATION,"['Atashzar, SF', 'Shahbazi, M', 'Tavakoli, M', 'Patel, RV']",A grasp-based passivity signature for haptics-enabled human-robot interaction: application to design of a new safety mechanism for robotic rehabilitation,International Journal Of Robotics Research,2017,36:778-799,http://dx.doi.org/10.1177/0278364916689139
5833,REHABILITATION,['Guertin PA'],Preclinical evidence supporting the clinical development of central pattern generator-modulating therapies for chronic spinal cord-injured patients,Frontiers in Human Neuroscience;8. http://dx.doi.org/10.3389/fnhum,2014.0027,2014,272
5834,REHABILITATION,"['Sundstrup E, Jakobsen MD, Andersen CH, Jay K, Persson R, Aagaard P, et al']","Participatory ergonomic intervention versus strength training on chronic pain and work disability in slaughterhouse workers: Study protocol for a single-blind, randomized controlled trial",Bmc Musculoskeletal Disorders,2013,14,http://dx.doi.org/6710.1186/1471-2474-14-67
5835,REHABILITATION,['Schulz BW'],Healthy younger and older adults control foot placement to avoid small obstacles during gait primarily by modulating step width,Journal of Neuroengineering and Rehabilitation;9. http://dx.doi.org/10.1186/1743-0003-9-,,,
5836,REHABILITATION,"['Knoop J, Dekker J, van der Leeden M, van der Esch M, Thorstensson CA, Gerritsen M, et al']","Knee joint stabilization therapy in patients with osteoarthritis of the knee: A randomized, controlled trial",Osteoarthritis and Cartilage,2013,21(8):1025-34,http://dx.doi.org/10.1016/j.joca.2013.05.012
5837,REHABILITATION,"['Tahtis V, Kaski D and Seemungal BM']",The effect of single session bi-cephalic transcranial direct current stimulation on gait performance in sub-acute stroke: A pilot study,Restorative Neurology and Neuroscience;32(4):527-32. http://dx.doi.org/10.3233/rnn-1403,,,
5838,REHABILITATION,"['Pundik S, Holcomb J, McCabe J and Daly JJ']",Enhanced life-role participation in response to comprehensive gait training in chronic-stroke survivors,Disability and Rehabilitation;34(18):1535-9. http://dx.doi.org/10.3109/09638288,2011.6503,2011,50308
5839,REHABILITATION,"['Rezaei, R', 'Nourshahi, M', 'Khodagholi, F', 'Haghparast, A', 'Nasoohi, S', 'Bigdeli, M', 'Ashabi, G']",Differential impact of treadmill training on stroke-induced neurological disorders,Brain Injury,2017,31:1910-1917,http://dx.doi.org/10.1080/02699052.2017.1346287
5840,REHABILITATION,"['Petrarca M, Zaccara A, Marciano A, Della Bella G, Mosiello G, Carniel S, et al']",Gait analysis in bladder exstrophy patients with and without pelvic osteotomy: A controlled experimental study,European Journal of Physical and Rehabilitation Medicine;50(3):265-74,,,
5841,REHABILITATION,"['Segal NA, Nevitt MC, Gross KD, Hietpas J, Glass NA, Lewis CE, et al']",The multicenter osteoarthritis study: Opportunities for rehabilitation research,Pm&R,2013,5(8):647-53,http://dx.doi.org/10.1016/j.pmrj.2013.04.014
5842,REHABILITATION,"['Gaunaurd IA, Roach KE, Raya MA, Hooper R, Linberg AA, Laferrier JZ, et al']",Factors related to high-level mobility in male servicemembers with traumatic lower-limb loss,Journal of Rehabilitation Research and Development,2013,50(7):969-83,http://dx.doi.org/10.1682/jrrd.2013.02.0035
5843,REHABILITATION,"['Padua DA, DiStefano LJ, Marshall SW, Beutler AI, de la Motte SJ and DiStefano MJ']",Retention of movement pattern changes after a lower extremity injury prevention program is affected by program duration,American Journal of Sports Medicine,2012,40(2):300-6,http://dx.doi.org/10.1177/0363546511425474
5844,REHABILITATION,"['Shakoor N, Lidtke RH, Wimmer MA, Mikolaitis RA, Foucher KC, Thorp LE, et al']",Improvement in knee loading after use of specialized footwear for knee osteoarthritis: Results of a six-month pilot investigation,Arthritis and Rheumatism,2013,65(5):1282-9,http://dx.doi.org/10.1002/art.37896
5845,REHABILITATION,"['Akune T, Muraki S, Oka H, Tanaka S, Kawaguchi H, Tokimura F, et al']",Incidence of certified need of care in the long-term care insurance system and its risk factors in the elderly of japanese population-based cohorts: The road study,Geriatrics & Gerontology International;14(3):695-701. http://dx.doi.org/10.1111/ggi.121,,,
5846,REHABILITATION,"['Thrasher TA, Ward JS and Fisher S']",Strength and endurance adaptations to functional electrical stimulation leg cycle ergometry in spinal cord injury,Neurorehabilitation,2013,33(1):133-8,http://dx.doi.org/10.3233/nre-130937
5847,REHABILITATION,"['Huang, HH', 'Chen, YM', 'Huang, HW']",Ride-on car training for behavioral changes in mobility and socialization among young children with disabilities,Pediatric Physical Therapy,2017,29:207-213,http://dx.doi.org/10.1097/PEP.0000000000000426
5848,REHABILITATION,"['Monticone M, Ambrosini E, Ferrante S and Colombo R']","""Regent suit' training improves recovery of motor and daily living activities in subjects with subacute stroke: A randomized controlled trial",Clinical Rehabilitation,2013,27(9):792-802,http://dx.doi.org/10.1177/0269215513478228
5849,REHABILITATION,"['Wang XQ, Huang LY, Liu Y, Li JX, Wu X, Li HP, et al']",Effects of tai chi program on neuromuscular function for patients with knee osteoarthritis: Study protocol for a randomized controlled trial,Trials,2013,14,http://dx.doi.org/10.1186/1745-6215-14-375
5850,REHABILITATION,"['Leech, KA', 'Kim, HE', 'Hornby, TG']",Strategies to augment volitional and reflex function may improve locomotor capacity following incomplete spinal cord injury,Journal Of Neurophysiology,2018,119:894-903,http://dx.doi.org/10.1152/jn.00051.2017
5851,REHABILITATION,['Passmore SR and Descarreaux M'],Performance based objective outcome measures and spinal manipulation,Journal of Electromyography and Kinesiology;22(5):697-707. http://dx.doi.org/10.1016/j.jelekin,2012.02.00,2012,2.005
5852,REHABILITATION,"['Taguchi, K', 'Ueno, T', 'Shimizu, Y', 'Ishimoto, R', 'Hada, Y']",Effect of inpatient rehabilitation on activities of daily living in pediatric cancer patients in japan,International Journal Of Rehabilitation Research,2018,41:146-151,http://dx.doi.org/10.1097/MRR.0000000000000280
5853,REHABILITATION,"['Swinnen, E', 'Baeyens, JP', 'Knaepen, K', 'Michielsen, M', 'Clijsen, R', 'Beckwee, D', 'Kerckhofs, E']",Robot-assisted walking with the lokomat: the influence of different levels of guidance force on thorax and pelvis kinematics,Clinical Biomechanics,2015,30:254-259,http://dx.doi.org/10.1016/j.clinbiomech.2015.01.006
5854,REHABILITATION,"['Kressler J, Nash MS, Burns PA and Field-Fote EC']",Metabolic responses to 4 different body weight-supported locomotor training approaches in persons with incomplete spinal cord injury,Archives of Physical Medicine and Rehabilitation,2013,94(8):1436-42,http://dx.doi.org/10.1016/j.apmr.2013.02.018
5855,REHABILITATION,"['Jones, SA', 'Pamukoff, DN', 'Mauntel, TC', 'Blackburn, JT', 'Myers, JB']",The influence of verbal and tactile feedback on electromyographic amplitude of the shoulder musculature during common therapeutic exercises,Journal Of Sport Rehabilitation,2018,27:424-430,http://dx.doi.org/10.1123/jsr.2016-0233
5856,REHABILITATION,"['Arii, Y', 'Sawada, Y', 'Kawamura, K', 'Miyake, S', 'Taichi, Y', 'Izumi, Y', 'Kuroda, Y', 'Inui, T', 'Kaji, R', 'Mitsui, T']",Immediate effect of spinal magnetic stimulation on camptocormia in parkinson's disease,Journal Of Neurology Neurosurgery And Psychiatry,2014,85:1221-1226,
5857,REHABILITATION,"[""Sylos-Labini F, La Scaleia V, d'Avella A, Pisotta I, Tamburella F, Scivoletto G, et al""]",Emg patterns during assisted walking in the exoskeleton,Frontiers in Human Neuroscience;8. http://dx.doi.org/10.3389/fnhum,2014.0042,2014,423
5858,REHABILITATION,"['Glaviano, NR', 'Huntsman, S', 'Dembeck, A', 'Hart, JM', 'Saliba, S']","Improvements in kinematics, muscle activity and pain during functional tasks in females with patellofemoral pain following a single patterned",Clinical Biomechanics,2016,32:20-27,http://dx.doi.org/10.1016/j.clinbiomech.2015.12.007
5859,REHABILITATION,"['Pedrinolla, A', 'Venturelli, M', 'Fonte, C', 'Munari, D', 'Benetti, MV', 'Rudi, D', 'Tamburin, S', 'Muti, E', 'Zanolla, L', 'Smania, N', 'Schena, F']",Exercise training on locomotion in patients with alzheimer's disease: a feasibility study,Journal Of Alzheimers Disease,2018,61:1599-1608,http://dx.doi.org/10.3233/JAD-170625
5860,REHABILITATION,"['Rosser, CA', 'Punt, TD', 'Ryan, CG']",Left/right limb judgement task performance following total knee replacement,Journal Of Back And Musculoskeletal Rehabilitation,2019,32:77-84,http://dx.doi.org/10.3233/BMR-171104
5861,REHABILITATION,"['Ferland C, Lepage C, Moffet H and Maltais DB']",Relationships between lower limb muscle strength and locomotor capacity in children and adolescents with cerebral palsy who walk independently,Physical & Occupational Therapy in Pediatrics;32(3):,20-32. http://dx.doi.org/10.3109/01942638.2011.63110,20-32,http://dx.doi.org/10.3109/01942638.2011.631102
5862,REHABILITATION,"['Franz, M', 'Richner, L', 'Wirz, M', 'von Reumont, A', 'Bergner, U', 'Herzog, T', 'Popp, W', 'Bach, K', 'Weidner, N', 'Curt, A']",Physical therapy is targeted and adjusted over time for the rehabilitation of locomotor function in acute spinal cord injury interventions in physical and sports therapy,Spinal Cord,2018,56:158-167,http://dx.doi.org/10.1038/s41393-017-0007-5
5863,REHABILITATION,"['Pietrosimone, B', 'Blackburn, JT', 'Padua, DA', 'Pfeiffer, SJ', 'Davis, HC', 'Luc-Harkey, BA', 'Harkey, MS', 'Pietrosimone, LS', 'Frank, BS', 'Creighton, RA', 'Kamath, GM', 'Spang, JT']",Walking gait asymmetries 6 months following anterior cruciate ligament reconstruction predict 12-month patient-reported outcomes,Journal Of Orthopaedic Research,2018,36:2932-2940,http://dx.doi.org/10.1002/jor.24056
5864,REHABILITATION,"['Wu M, Hornby TG, Landry JM, Roth H and Schmit BD']",A cable-driven locomotor training system for restoration of gait in human sci,Gait & Posture,2011,33(2):256-60,http://dx.doi.org/10.1016/j.gaitpost.2010.11.016
5865,REHABILITATION,['McNeely ME and Earhart GM'],"Lack of short-term effectiveness of rotating treadmill training on turning in people with mild-to-moderate parkinson's disease and healthy older adults: A randomized, controlled study",Parkinsons Disease,2012. http://dx.doi.org/10.1155/2012/62398,2012,http://dx.doi.org/10.1155/2012/623985
5866,REHABILITATION,"['Allen, JL', 'Ting, LH', 'Kesar, TM']",Gait rehabilitation using functional electrical stimulation induces changes in ankle muscle coordination in stroke survivors: a preliminary study,Frontiers In Neurology,2018,9:00,http://dx.doi.org/10.3389/fneur.2018.01127
5867,REHABILITATION,"['Song, ZB', 'Ma, TY', 'Nie, C', 'Niu, YJ']",A new skeleton model and the motion rhythm analysis for human shoulder complex oriented to rehabilitation robotics,Applied Bionics And Biomechanics,2018,NaN,http://dx.doi.org/10.1155/2018/2719631
5868,REHABILITATION,"['Szecsi J, Straube A and Fornusek C']",A biomechanical cause of low power production during fes cycling of subjects with sci,Journal of Neuroengineering and Rehabilitation;11. http://dx.doi.org/10.1186/1743-0003-11-1,,,
5869,REHABILITATION,"['Cain, MS', 'Garceau, SW', 'Linens, SW']",Effects of a 4-week biomechanical ankle platform system protocol on balance in high school athletes with chronic ankle instability,Journal Of Sport Rehabilitation,2017,26:1-7,http://dx.doi.org/10.1123/jsr.2015-0045
5870,REHABILITATION,"['McNair P, Nordez A, Olds M, Young SW and Cornu C']",Biomechanical properties of the plantar flexor muscle-tendon complex 6 months post-rupture of the achilles tendon,Journal of Orthopaedic Research,2013,31(9):1469-74,http://dx.doi.org/10.1002/jor.22381
5871,REHABILITATION,"['Hordacre, BG', 'Ridding, MC', 'Bradnam, LV']",The potential for non-invasive brain stimulation to improve function after amputation,Disability And Rehabilitation,2016,38:1521-1532,http://dx.doi.org/10.3109/09638288.2015.1103790
5872,REHABILITATION,"['Runkel, B', 'Von Mackensen, S', 'Hilberg, T']",Rct - subjective physical performance and quality of life after a 6-month programmed sports therapy (pst) in patients with haemophilia,Haemophilia,2017,23:144-151,http://dx.doi.org/10.1111/hae.13079
5873,REHABILITATION,"['Ajayi, MO', 'Djouani, K', 'Hamam, Y']",Rhythmic trajectory design and control for rehabilitative walking in patients with lower limb disorder,International Journal Of Humanoid Robotics,2016,13:00,http://dx.doi.org/10.1142/S0219843616500067
5874,REHABILITATION,"['Middleton, A', 'Merlo-Rains, A', 'Peters, DM', 'Greene, JV', 'Blanck, EL', 'Moran, R', 'Fritz, SL']",Body weight-supported treadmill training is no better than overground training for individuals with chronic stroke: a randomized controlled trial,Topics In Stroke Rehabilitation,2014,21:462-476,http://dx.doi.org/10.1310/tsr2106-462
5875,REHABILITATION,"['Charalambous, CC', 'Alcantara, CC', 'French, MA', 'Li, X', 'Matt, KS', 'Kim, HE', 'Morton, SM', 'Reisman, DS']","A single exercise bout and locomotor learning after stroke: physiological, behavioural, and computational outcomes",Journal Of Physiology-London,2018,596:1999-2016,http://dx.doi.org/10.1113/JP275881
5876,REHABILITATION,"['Hoekstra F, van Nunen MPM, Gerrits KHL, Stolwijk-Swuste JM, Crins MHP, Janssen TWJ']",Effect of robotic gait training on cardiorespiratory system in incomplete spinal cord injury,Journal of Rehabilitation Research and Development,2013, 50(10): 1411-1422,http://dx.doi.org/10.1682/jrrd.2012.10.0186
5877,REHABILITATION,"['Turiel M, Sitia S, Cicala S, Magagnin V, Bo I, Porta A, et al']",Robotic treadmill training improves cardiovascular function in spinal cord injury patients,International Journal of Cardiology,2011,149(3):323-9,http://dx.doi.org/10.1016/j.ijcard.2010.02.010
5878,REHABILITATION,"['Burnfield, JM', 'Cesar, GM', 'Buster, TW', 'Irons, SL', 'Pfeifer, CM']",Walking and fitness improvements in a child with diplegic cerebral palsy following motor-assisted elliptical intervention,Pediatric Physical Therapy,2018,30:69-4969-55,http://dx.doi.org/10.1097/PEP.0000000000000541
5879,REHABILITATION,"['Monteiro, EP', 'Franzoni, LT', 'Cubillos, DM', 'Fagundes, AD', 'Carvalho, AR', 'Oliveira, HB', 'Pantoja, PD', 'Schuch, FB', 'Rieder, CR', 'Martinez, FG', 'Peyre-Tartaruga, LA']",Effects of nordic walking training on functional parameters in parkinson's disease: a randomized controlled clinical trial,Scandinavian Journal Of Medicine & Science In Sports,2017,27:351-358,http://dx.doi.org/10.1111/sms.12652
5880,REHABILITATION,"['Lee HJ, Bian S, Jakovcevski I, Wu B, Irintchev A and Schachner M']",Delayed applications of l1 and chondroitinase abc promote recovery after spinal cord injury,Journal of Neurotrauma;29(10):1850-63. http://dx.doi.org/10.1089/neu,2011.229,2011,290
5881,REHABILITATION,"['Behrman, AL', 'Ardolino, EM', 'Harkema, SJ']",Activity-based therapy: from basic science to clinical application for recovery after spinal cord injury,Journal Of Neurologic Physical Therapy,2017,41:83-5157-8352-53,http://dx.doi.org/10.1097/NPT.0000000000000184
