number,topic,authors,title,journal,year,vol_issue,doi
2033,ROBOTICS/BIOMIMETICS,"['Sun, J', 'Li, XN', 'Song, JL', 'Huang, L', 'Liu, X', 'Liu, J', 'Zhang, ZH', 'Zhao, CL']",Water strider-inspired design of a water walking robot using superhydrophobic al surface,Journal Of Dispersion Science And Technology,2018,39:1840-1847,http://dx.doi.org/10.1080/01932691.2018.1462199
2034,ROBOTICS/BIOMIMETICS,"['Jing, ZJ', 'Sun, SS', 'Ouyang, YM', 'Zhang, SW', 'Li, WH', 'Zheng, JJ']",Design and modeling analysis of a changeable stiffness robotic leg working with magnetorheological technology,Journal Of Intelligent Material Systems And Structures,2018,29:3725-3736,http://dx.doi.org/10.1177/1045389X18798958
2035,ROBOTICS/BIOMIMETICS,"['Clever, D', 'Hu, Y', 'Mombaur, K']",Humanoid gait generation in complex environments based on template models and optimality principles learned from human beings,International Journal Of Robotics Research,2018,37:1184-1204,http://dx.doi.org/10.1177/0278364918765620
2036,WEARABLE TECHNOLOGY/ENERGY HARVESTING,"['Ganesan, K', 'Alluri, NR', 'Raj, NPMJ', 'Chandrasekhar, A', 'Kim, S-J']",Role of cationic oxidation states to enhance the electroactive beta-phase of poly(vinylidene fluoride) and its energy harvesting performance,Chemelectrochem,2018,5:3533-3539,http://dx.doi.org/10.1002/celc.201800861
2037,WEARABLE TECHNOLOGY/ENERGY HARVESTING,"['Liu, SH', 'Azad, AI', 'Burgueno, R']",Energy harvesting from quasi-static deformations via bilaterally constrained strips,Journal Of Intelligent Material Systems And Structures,2018,29:3572-3581,http://dx.doi.org/10.1177/1045389X18786456
2038,WEARABLE TECHNOLOGY/ENERGY HARVESTING,"['Zhang, HL', 'Cui, XJ', 'Cao, SL', 'Zhang, Q', 'Sang, SB', 'Zhang, WD']",Human body as a power source for biomechanical energy scavenging based on electrode-free triboelectric nanogenerators,Energy Technology,2018,6:2053-2057,http://dx.doi.org/10.1002/ente.201800162
2039,REACHING/GRASP/UPPER EXTREMITY,"['Cudlip, AC', 'Dickerson, CR']","Regional activation of anterior and posterior supraspinatus differs by plane of elevation, hand load and elevation angle",Journal Of Electromyography And Kinesiology,2018,43:14-20,http://dx.doi.org/10.1016/j.jelekin.2018.08.003
2040,REACHING/GRASP/UPPER EXTREMITY,"['Gallagher, S', 'Schall, MC', 'Sesek, RF', 'Rong, HF']",An upper extremity risk assessment tool based on material fatigue failure theory: the distal upper extremity tool (duet),Human Factors,2018,60:1146-1162,http://dx.doi.org/10.1177/0018720818789319
2041,REHABILITATION,"['Alwardat, M', 'Etoom, M', 'Al Dajah, S', 'Schirinzi, T', 'Di Lazzaro, G', 'Salimei, PS', 'Mercuri, NB', 'Pisani, A']",Effectiveness of robot-assisted gait training on motor impairments in people with parkinson's disease: a systematic review and meta-analysis,International Journal Of Rehabilitation Research,2018,41:287-296,http://dx.doi.org/10.1097/MRR.0000000000000312
2042,REHABILITATION,"['Alamro, RA', 'Chisholm, AE', 'Williams, AMM', 'Carpenter, MG', 'Lam, T']",Overground walking with a robotic exoskeleton elicits trunk muscle activity in people with high-thoracic motor-complete spinal cord injury,Journal Of Neuroengineering And Rehabilitation,2018,15:00,http://dx.doi.org/10.1186/s12984-018-0453-0
2043,REHABILITATION,"['van Dijsseldonk, RB', 'de Jong, LAF', 'Groen, BE', 'Vos-van der Hulst, M', 'Geurts, ACH', 'Keijsers, NLW']",Gait stability training in a virtual environment improves gait and dynamic balance capacity in incomplete spinal cord injury patients,Frontiers In Neurology,2018,9:00,http://dx.doi.org/10.3389/fneur.2018.00963
2044,SPORT/EXERCISE,"['Sanno, M', 'Willwacher, S', 'Epro, G', 'Bruggemann, GP']",Positive work contribution shifts from distal to proximal joints during a prolonged run,Medicine And Science In Sports And Exercise,2018,50:2507-2517,http://dx.doi.org/10.1249/MSS.0000000000001707
2045,SPORT/EXERCISE,"['Itami, Y', 'Mihata, T', 'McGarry, MH', 'Lin, CC', 'Patel, NA', 'Kantor, A', 'Neo, M', 'Lee, TQ']",Effect of increased scapular internal rotation on glenohumeral external rotation and elbow valgus load in the late cocking phase of throwing motion,American Journal Of Sports Medicine,2018,46:3182-3188,http://dx.doi.org/10.1177/0363546518800267
2046,SPORT/EXERCISE,"['Gafner, SC', 'Hoevel, V', 'Punt, IM', 'Schmid, S', 'Armand, S', 'Allet, L']",Hip-abductor fatigue fatigue influences sagittal plane ankle kinematics and shank muscle activity during a single-leg forward jump,Journal Of Electromyography And Kinesiology,2018,43:75-81,http://dx.doi.org/10.1016/j.jelekin.2018.09.004
2047,SPORT/EXERCISE,"['Zhang, XN', 'Xia, R', 'Dai, BY', 'Sun, XL', 'Fu, WJ']","Effects of exercise-induced fatigue on lower extremity joint mechanics, stiffness, and energy absorption during landings",Journal Of Sports Science And Medicine,2018,17:640-649,
2048,SPORT/EXERCISE,"['De Ste Croix, M', 'Hughes, J', 'Ayala, F', 'Taylor, L', 'Datson, N']",Efficacy of injury prevention training is greater for high-risk vs low-risk elite female youth soccer players,American Journal Of Sports Medicine,2018,46:3271-3280,http://dx.doi.org/10.1177/0363546518795677
2049,TENDON/LIGAMENT,"['Deng, GM', 'Li, KQ', 'Chen, SW', 'Chen, PS', 'Zheng, HN', 'Yu, B', 'Zhang, KR']","Interleukin-10 promotes proliferation and migration, and inhibits tendon differentiation via the jak/stat3 pathway in tendon-derived stem cells in vitro",Molecular Medicine Reports,2018,18:5044-5052,http://dx.doi.org/10.3892/mmr.2018.9547
2050,TENDON/LIGAMENT,"['Sensini, A', 'Gualandi, C', 'Zucchelli, A', 'Boyle, LA', 'Kao, AP', 'Reilly, GC', 'Tozzi, G', 'Cristofolini, L', 'Focarete, ML']",Tendon fascicle-inspired nanofibrous scaffold of polylactic acid/collagen with enhanced 3d-structure and biomechanical properties,Scientific Reports,2018,8:00,http://dx.doi.org/10.1038/s41598-018-35536-8
2051,TENDON/LIGAMENT,"['Liu, SH', 'Sun, YY', 'Wan, F', 'Ding, ZC', 'Chen, SY', 'Chen, JW']",Advantages of an attached semitendinosus tendon graft in anterior cruciate ligament reconstruction in a rabbit model,American Journal Of Sports Medicine,2018,46:3227-3236,http://dx.doi.org/10.1177/0363546518799357
2052,TENDON/LIGAMENT,"['Dietrich-Zagonel, F', 'Hammerman, M', 'Tatting, L', 'Dietrich, F', 'Ljunggren, MK', 'Blomgran, P', 'Eliasson, P', 'Aspenberg, P']",Stimulation of tendon healing with delayed dexamethasone treatment is modified by the microbiome,American Journal Of Sports Medicine,2018,46:3281-3287,http://dx.doi.org/10.1177/0363546518799442
2053,TENDON/LIGAMENT,"['Song, HX', 'Yin, Z', 'Wu, T', 'Li, YZ', 'Luo, X', 'Xu, MZ', 'Duan, LH', 'Li, JH']",Enhanced effect of tendon stem/progenitor cells combined with tendon-derived decellularized extracellular matrix on tendon regeneration,Cell Transplantation,2018,27:1634-1643,http://dx.doi.org/10.1177/0963689718805383
2054,TENDON/LIGAMENT,"['DeFroda, SF', 'Shah, KN', 'Lemme, N', 'Koruprolu, S', 'Ware, KJ', 'Owens, BD']",Biomechanical properties of the lateral patellofemoral ligament: a cadaveric analysis,Orthopedics,2018,41:69-5557-5569-5648-49,http://dx.doi.org/10.3928/01477447-20180912-04
2055,TISSUE/BIOMATERIAL,"['Zhang, X', 'Zhai, CJ', 'Fei, H', 'Liu, Y', 'Wang, Z', 'Luo, CY', 'Zhang, JY', 'Ding, YZ', 'Xu, T', 'Fan, WM']",Composite silk-extracellular matrix scaffolds for enhanced chondrogenesis of mesenchymal stem cells,Tissue Engineering Part C-Methods,2018,24:645-658,http://dx.doi.org/10.1089/ten.tec.2018.0199
2056,TISSUE/BIOMATERIAL,"['Bonaparte, JP', 'Campbell, R']",Assessment of pliability and elasticity of the external nasal skin in patients with unilateral nasal valve collapse a static biomechanical evaluation,Jama Facial Plastic Surgery,2018,20:475-479,http://dx.doi.org/10.1001/jamafacial.2018.0861
2057,TISSUE/BIOMATERIAL,"['Cunniffe, GM', 'Diaz-Payno, PJ', 'Sheehy, EJ', 'Critchley, SE', 'Almeida, HV', 'Pitacco, P', 'Carroll, SF', 'Mahon, OR', 'Dunne, A', 'Levingstone, TJ', 'Moran, CJ', 'Brady, RT', ""O'Brien, FJ"", 'Brama, PAJ', 'Kelly, DJ']",Tissue-specific extracellular matrix scaffolds for the regeneration of spatially complex musculoskeletal tissues,Biomaterials,2019,188:63-73,http://dx.doi.org/10.1016/j.biomaterials.2018.09.044
2058,TISSUE/BIOMATERIAL,"['Zhang, JN', 'Zhong, YM', 'Gu, CF']",Soft tissue deformation modelling through neural dynamics-based reaction-diffusion mechanics,Medical & Biological Engineering & Computing,2018,56:2163-2176,http://dx.doi.org/10.1007/s11517-018-1849-5
2059,TISSUE/BIOMATERIAL,"['Pascual, G', 'Mesa-Ciller, C', 'Rodriguez, M', 'Perez-Kohler, B', 'Gomez-Gil, V', 'Fernandez-Gutierrez, M', 'San Roman, J', 'Bellon, JM']",Pre-clinical assay of the tissue integration and mechanical adhesion of several types of cyanoacrylate adhesives in the fixation of lightweight polypropylene meshes for abdominal hernia repair,Plos One,2018,13:00,http://dx.doi.org/10.1371/journal.pone.0206515
2060,TISSUE/BIOMATERIAL,"['Robb, KP', 'Shridhar, A', 'Flynn, LE']",Decellularized matrices as cell-instructive scaffolds to guide tissue-specific regeneration,Acs Biomaterials Science & Engineering,2018,4:3627-3643,http://dx.doi.org/10.1021/acsbiomaterials.7b00619
2061,TISSUE/BIOMATERIAL,"['Lewis, JT', 'Fischenich, KM', 'Donahue, TLH', 'Bailey, TS']",Nanostructure-driven replication of soft tissue biomechanics in a thermoplastic elastomer hydrogel,Acs Biomaterials Science & Engineering,2018,4:3854-3863,http://dx.doi.org/10.1021/acsbiomaterials.8b00929
2062,TISSUE/BIOMATERIAL,"['Naficy, S', 'Oveissi, F', 'Patrick, B', 'Schindeler, A', 'Dehghani, F']","Printed, flexible ph sensor hydrogels for wet environments",Advanced Materials Technologies,2018,3:00,http://dx.doi.org/10.1002/admt.201800137
2063,TISSUE/BIOMATERIAL,"['Zadpoor, AA']","Current trends in metallic orthopedic biomaterials: from additive manufacturing to bio-functionalization, infection prevention, and beyond",International Journal Of Molecular Sciences,2018,19:00,http://dx.doi.org/10.3390/ijms19092684
2064,TRAUMA/IMPACT TESTING,"['Hecimovich, M', 'King, D', 'Dempsey, A', 'Gittins, M', 'Murphy, M']",Youth australian footballers experience similar impact forces to the head as junior- and senior-league players: a prospective study of kinematic measurements,Journal Of Sports Science And Medicine,2018,17:547-556,
2065,VETERINARY/AGRICULTURAL,"['Mackechnie-Guire, R', 'Mackechnie-Guire, E', 'Bush, R', 'Wyatt, R', 'Fisher, D', 'Fisher, M', 'Cameron, L']","A controlled, blinded study investigating the effect that a 20-minute cycloidal vibration has on whole horse locomotion and thoracolumbar profiles",Journal Of Equine Veterinary Science,2018,71:84-89,http://dx.doi.org/10.1016/j.jevs.2018.09.012
2066,VETERINARY/AGRICULTURAL,"['Pechanec, MY', 'Lee-Barthel, A', 'Baar, K', 'Mienaltowski, MJ']",Evaluation and optimization of a three-dimensional construct model for equine superficial digital flexor tendon,Journal Of Equine Veterinary Science,2018,71:90-97,http://dx.doi.org/10.1016/j.jevs.2018.10.011
2067,VISUAL/VESTIBULAR/EYE,"['Aghaei-Ghareh-Bolagh, B', 'Guan, J', 'Wang, YW', 'Martin, AD', 'Dawson, R', 'Mithieux, SM', 'Weiss, AS']","Optically robust, highly permeable and elastic protein films that support dual cornea cell types",Biomaterials,2019,188:50-62,http://dx.doi.org/10.1016/j.biomaterials.2018.10.006
2068,VISUAL/VESTIBULAR/EYE,"['Xie, YF', 'Wang, ML', 'Cong, Y', 'Cheng, M', 'Wang, S', 'Wang, GH']",The pilocarpine-induced ciliary body contraction affects the elastic modulus and collagen of cornea and sclera in early development,Biomedicine & Pharmacotherapy,2018,108:1816-1824,http://dx.doi.org/10.1016/j.biopha.2018.10.032
2069,VISUAL/VESTIBULAR/EYE,"['Bohac, M', 'Koncarevic, M', 'Pasalic, A', 'Biscevic, A', 'Merlak, M', 'Gabric, N', 'Patel, S']","Incidence and clinical characteristics of post lasik ectasia: a review of over 30,000 lasik cases",Seminars In Ophthalmology,2018,33:869-877,http://dx.doi.org/10.1080/08820538.2018.1539183
2070,VISUAL/VESTIBULAR/EYE,"['Hirasawa, K', 'Nakakura, S', 'Nakao, Y', 'Fujino, Y', 'Matsuura, M', 'Murata, H', 'Kiuchi, Y', 'Asaoka, R']",Changes in corneal biomechanics and intraocular pressure following cataract surgery,American Journal Of Ophthalmology,2018,195:26-35,http://dx.doi.org/10.1016/j.ajo.2018.07.025
2071,VISUAL/VESTIBULAR/EYE,"['Borrego-Sanz, L', 'San Baldomero, FSF', 'Valle, DD', 'Bueso, ES', 'Jean, RS', 'de la Casa, JMM', 'del Castillo, JMB', 'Feijoo, JG', 'Rodriguez, LR']",Comparison of corneal biomechanical properties of patients with dry eye secondary to sjogren's syndrome and healthy subjects,Journal Francais D Ophtalmologie,2018,41:802-808,http://dx.doi.org/10.1016/j.jfo.2018.02.015
2072,BONE,"['Sahmani, S', 'Saber-Samandari, S', 'Khandan, A', 'Aghdam, MM']",Nonlinear resonance investigation of nanoclay based bio-nanocomposite scaffolds with enhanced properties for bone substitute applications,Journal Of Alloys And Compounds,2019,773:636-653,http://dx.doi.org/10.1016/j.jallcom.2018.09.211
2073,BONE,"['Rajapakse, CS', 'Chang, G']",Micro-finite element analysis of the proximal femur on the basis of high-resolution magnetic resonance images,Current Osteoporosis Reports,2018,16:657-664,http://dx.doi.org/10.1007/s11914-018-0481-5
2074,BONE,"['Fiset, S', 'Godbout, C', 'Crookshank, MC', 'Zdero, R', 'Nauth, A', 'Schemitsch, EH']",Experimental validation of the radiographic union score for tibial fractures (rust) using micro-computed tomography scanning and biomechanical testing in an in-vivo rat model,Journal Of Bone And Joint Surgery-American Volume,2018,100:00:00,http://dx.doi.org/10.2106/JBJS.18.00035
2075,BONE,"['Wang, WT', 'Lynch, JP']",Iwshm 2017: application of guided wave methods to quantitatively assess healing in osseointegrated prostheses,Structural Health Monitoring-An International Journal,2018,17:1377-1392,http://dx.doi.org/10.1177/1475921718782399
2076,BONE,"['Zhang, XL', 'Wu, XN', 'Min, YL', 'Lu, JQ', 'Zhang, XM', 'Chen, WS', 'Zou, LY', 'Lv, XH', 'Cui, L', 'Xu, BL']",Effect of prednisone treatment for 30 and 90days on bone metabolism in collagen-induced arthritis (cia) rats,Journal Of Bone And Mineral Metabolism,2018,36:628-639,http://dx.doi.org/10.1007/s00774-017-0880-1
2077,BONE,"['Brun, LR', 'Lombarte, M', 'Roma, S', 'Perez, F', 'Millan, JL', 'Rigalli, A']",Increased calcium uptake and improved trabecular bone properties in intestinal alkaline phosphatase knockout mice,Journal Of Bone And Mineral Metabolism,2018,36:661-667,http://dx.doi.org/10.1007/s00774-017-0887-7
2078,BONE,"['Li, H', 'Zhou, Q', 'Bai, BL', 'Weng, SJ', 'Wu, ZY', 'Xie, ZJ', 'Feng, ZH', 'Cheng, L', 'Boodhun, V', 'Yang, L']",Effects of combined human parathyroid hormone (1-34) and menaquinone-4 treatment on the interface of hydroxyapatite-coated titanium implants in the femur of osteoporotic rats,Journal Of Bone And Mineral Metabolism,2018,36:691-699,http://dx.doi.org/10.1007/s00774-017-0893-9
2079,BONE,"['Ishikawa, K', 'Toyone, T', 'Shirahata, T', 'Kudo, Y', 'Matsuoka, A', 'Maruyama, H', 'Hayakawa, C', 'Tani, S', 'Sekimizu, M', 'Tsuchiya, K', 'Eguro, T', 'Oshita, Y', 'Ozawa, T', 'Nakao, Y', 'Sano, S', 'Nagai, T', 'Kanzaki, K', 'Inagaki, K']",A novel method for the prediction of the pedicle screw stability regional bone mineral density around the screw,Clinical Spine Surgery,2018,31:69-5255-5169-5256-48,http://dx.doi.org/10.1097/BSD.0000000000000703
2080,BONE,"['Kersh, ME', 'Martelli, S', 'Zebaze, R', 'Seeman, E', 'Pandy, MG']",Mechanical loading of the femoral neck in human locomotion,Journal Of Bone And Mineral Research,2018,33:1999-2006,http://dx.doi.org/10.1002/jbmr.3529
2081,BONE,"['Schnurrer-Luke-Vrbanic, T', 'Avancini-Dobrovic, V', 'Sosa, I', 'Cvijanovic, O', 'Bobinac, D']",Effect of radial shock wave therapy on long bone fracture repair,Journal Of Biological Regulators And Homeostatic Agents,2018,32:875-879,
2082,BONE,"['Marshall, RA', 'Mandell, JC', 'Weaver, MJ', 'Ferrone, M', 'Sodickson, A', 'Khurana, B']","Imaging features and management of stress, atypical , and pathologic fractures",Radiographics,2018,38:2173-2192,http://dx.doi.org/10.1148/rg.2018180073
2083,CARDIOVASCULAR/CARDIOPULMONARY,"['Avrahami, I', 'Raz, D', 'Bash, O']",Biomechanical aspects of closing approaches in postcarotid endarterectomy,Computational And Mathematical Methods In Medicine,2018,NaN:,http://dx.doi.org/10.1155/2018/4517652
2084,CARDIOVASCULAR/CARDIOPULMONARY,"['Swim, MM', 'Albertario, A', 'Iacobazzi, D', 'Caputo, M', 'Ghorbel, MT']",Amnion-based scaffold with enhanced strength and biocompatibility for in vivo vascular repair,Tissue Engineering Part A NaN;NaN:. http://dx.doi.org,10.1089/ten.tea.2018.017,10,089/ten.tea.2018.0175
2085,CARDIOVASCULAR/CARDIOPULMONARY,"['Cebral, JR', 'Mut, F', 'Gade, P', 'Cheng, FZ', 'Tobe, Y', 'Frosen, J', 'Robertson, AM']",Combining data from multiple sources to study mechanisms of aneurysm disease: tools and techniques,International Journal For Numerical Methods In Biomedical Engineering,2018,34:00:00,http://dx.doi.org/10.1002/cnm.3133
2086,CELLULAR/SUBCELLULAR,"['Keshavanarayana, P', 'Ruess, M', 'de Borst, R']",On the monolithic and staggered solution of cell contractility and focal adhesion growth,International Journal For Numerical Methods In Biomedical Engineering,2018,34:00:00,http://dx.doi.org/10.1002/cnm.3138
2087,CELLULAR/SUBCELLULAR,"['Rauch, AD', 'Vuong, AT', 'Yoshihara, L', 'Wall, WA']",A coupled approach for fluid saturated poroelastic media and immersed solids for modeling cell-tissue interactions,International Journal For Numerical Methods In Biomedical Engineering,2018,34:00:00,http://dx.doi.org/10.1002/cnm.3139
2088,CELLULAR/SUBCELLULAR,"['Josenhans, C', 'Bourret, RB', 'Ottemann, K', 'Harshey, R', 'Briegel, A', 'Wolfe, A', 'Scharf, BE']","Announcement of the 2019 blast conference: ""blast xv: 15th international conference on bacterial locomotion and signal transduction""",Msystems,2018,3:00,http://dx.doi.org/10.1128/mSystems.00207-18
2089,CELLULAR/SUBCELLULAR,"['Huang, HW', 'Tibbitt, MW', 'Huang, TY', 'Nelson, BJ']","Matryoshka-inspired micro-origami capsules to enhance loading, encapsulation, and transport of drugs",Soft Robotics NaN;NaN:. http://dx.doi.org,10.1089/soro.2018.002,10,089/soro.2018.0028
2090,CELLULAR/SUBCELLULAR,"['Bahwini, TM', 'Zhong, YM', 'Gu, CF', 'Nasa, Z', 'Oetomo, D']",Investigating the mechanical properties of biological brain cells with atomic force microscopy,Journal Of Medical Devices-Transactions Of The Asme,2018,12:00,http://dx.doi.org/10.1115/1.4040995
2091,COMPARATIVE,"['Houssaye, A', 'Botton-Divet, L']",From land to water: evolutionary changes in long bone microanatomy of otters (mammalia: mustelidae),Biological Journal Of The Linnean Society,2018,125:240-249,http://dx.doi.org/10.1093/biolinnean/bly118
2092,COMPARATIVE,"['Wong, JY', 'Chan, KYK', 'Chan, BKK']","Phylogenetic, ecological and biomechanical constraints on larval form: a comparative morphological analysis of barnacle nauplii",Plos One,2018,13:00,http://dx.doi.org/10.1371/journal.pone.0206973
2093,COMPARATIVE,"['Renaud, S', 'Ledevin, R', 'Souquet, L', 'Rodrigues, HG', 'Ginot, S', 'Agret, S', 'Claude, J', 'Herrel, A', 'Hautier, L']",Evolving teeth within a stable masticatory apparatus in orkney mice,Evolutionary Biology,2018,45:405-424,http://dx.doi.org/10.1007/s11692-018-9459-6
2094,COMPARATIVE,"['Bywater, CL', 'Wilson, RS', 'Monro, K', 'White, CR']",Legs of male fiddler crabs evolved to compensate for claw exaggeration and enhance claw functionality during waving displays,Evolution,2018,72:2491-2502,http://dx.doi.org/10.1111/evo.13617
2095,COMPARATIVE,"['Druelle, F', 'Schoonaert, K', 'Aerts, P', 'Nauwelaerts, S', 'Stevens, JMG', ""D'Aout, K""]",Segmental morphometrics of bonobos (pan paniscus): are they really different from chimpanzees (pan troglodytes)?,Journal Of Anatomy,2018,233:843-853,http://dx.doi.org/10.1111/joa.12894
2096,COMPARATIVE,"['de Souza, P', 'dos Santos, LMRP', 'Viotto-Souza, W', 'de Carvalho, ND', 'Souza, EC', 'Kasper, CB', 'Abidu-Figueiredo, M', 'Santos, ALQ']",Functional myology of the thoracic limb in pampas fox (lycalopex gymnocercus): a descriptive and comparative analysis,Journal Of Anatomy,2018,233:783-806,http://dx.doi.org/10.1111/joa.12892
2097,COMPARATIVE,"['Taverne, M', 'Fabre, AC', 'Herbin, M', 'Herrel, A', 'Peigne, S', 'Lacroux, C', 'Lowie, A', 'Pages, F', 'Theil, JC', 'Bohmer, C']",Convergence in the functional properties of forelimb muscles in carnivorans: adaptations to an arboreal lifestyle?,Biological Journal Of The Linnean Society,2018,125:250-263,http://dx.doi.org/10.1093/biolinnean/bly123
2098,COMPARATIVE,"['Clark, EG', 'Hutchinson, JR', 'Darroch, SAF', 'Koch, NM', 'Brady, TR', 'Smith, SA', 'Briggs, DEG']",Integrating morphology and in vivo skeletal mobility with digital models to infer function in brittle star arms,Journal Of Anatomy,2018,233:696-714,http://dx.doi.org/10.1111/joa.12887
2099,COMPARATIVE,"['Krupenko, D', 'Dobrovolskij, AA']",Morphological framework for attachment and locomotion in several digenea of the families microphallidae and heterophyidae,Parasitology Research,2018,117:3799-3807,http://dx.doi.org/10.1007/s00436-018-6085-2
2100,COMPARATIVE,"['Wood, BM', 'Jia, G', 'Carmichael, O', 'Mcklveen, K', 'Homberger, DG']",3d mri modeling of thin and spatially complex soft tissue structures without shrinkage: lamprey myosepta as an example,Anatomical Record-Advances In Integrative Anatomy And Evolutionary Biology,2018,301:1745-1763,http://dx.doi.org/10.1002/ar.23857
2101,DENTAL/ORAL/FACIAL,"['Lee, JS', 'Choi, HI', 'Lee, H', 'Ahn, SJ', 'Noh, G']",Biomechanical effect of mandibular advancement device with different protrusion positions for treatment of obstructive sleep apnoea on tooth and facial bone: a finite element study,Journal Of Oral Rehabilitation,2018,45:948-958,http://dx.doi.org/10.1111/joor.12709
2102,DENTAL/ORAL/FACIAL,"['de Carli, G', 'Cecchin, D', 'Ghinzelli, KC', 'Souza, MA', 'Vidal, CDP', 'Trevelin, LT', 'Bedran-Russo, AK', 'Farina, AP']",Effect of natural collagen cross-linker concentration and application time on collagen biomodification and bond strengths of fiber posts to root dentin,International Journal Of Adhesion And Adhesives,2018,87:42-46,http://dx.doi.org/10.1016/j.ijadhadh.2018.09.011
2103,DENTAL/ORAL/FACIAL,"['Riolo, C', 'Finkleman, SA', 'Kaltschmidt, C']",Lingual orthodontics: understanding the issues is the key to success with lingual mechanics,Seminars In Orthodontics,2018,24:271-285,http://dx.doi.org/10.1053/j.sodo.2018.08.001
2104,DENTAL/ORAL/FACIAL,"['Oenning, AC', 'Freire, AR', 'Rossi, AC', 'Prado, FB', 'Caria, PHF', 'Correr-Sobrinho, L', 'Haiter-Neto, F']",Resorptive potential of impacted mandibular third molars: 3d simulation by finite element analysis,Clinical Oral Investigations,2018,22:3195-3203,http://dx.doi.org/10.1007/s00784-018-2403-4
2105,DENTAL/ORAL/FACIAL,"['Tribst, JPM', 'Dal Piva, AMD', 'Borges, ALS', 'Bottino, MA']",Influence of custom-made and stock mouthguard thickness on biomechanical response to a simulated impact,Dental Traumatology,2018,34:429-437,http://dx.doi.org/10.1111/edt.12432
2106,EVOLUTION/ANTHROPOLOGY,"['Venkataraman, VV', 'Yegian, AK', 'Wallace, IJ', 'Holowka, NB', 'Tacey, I', 'Gurven, M', 'Kraft, TS']",Locomotor constraints favour the evolution of the human pygmy phenotype in tropical rainforests,Proceedings Of The Royal Society B-Biological Sciences,2018,285:00:00,http://dx.doi.org/10.1098/rspb.2018.1492
2107,GAIT/LOCOMOTION,"['Jordan, AR', 'Tew, GA', 'Hutchins, SW', 'Shalan, A', 'Cook, L', 'Thompson, A']",Three-curve rocker-soled shoes and gait adaptations to intermittent claudication pain: a randomised crossover trial,Gait & Posture,2019,67:31-36,http://dx.doi.org/10.1016/j.gaitpost.2018.09.001
2108,GAIT/LOCOMOTION,"['Hart, J', 'Hall, M', 'Wrigley, TV', 'Marshall, CJ', 'Bennell, KL']",Body weight support through a walking cane in inexperienced users with knee osteoarthritis,Gait & Posture,2019,67:50-56,http://dx.doi.org/10.1016/j.gaitpost.2018.09.021
2109,GAIT/LOCOMOTION,"['Suriyaamarit, D', 'Boonyong, S']","Mechanical work, kinematics, and kinetics during sit-to-stand in children with and without spastic diplegic cerebral palsy",Gait & Posture,2019,67:85-90,http://dx.doi.org/10.1016/j.gaitpost.2018.09.030
2110,GAIT/LOCOMOTION,"['Kratschmer, R', 'Bohm, H', 'Doderlein, L']",Kinematic adaptation and changes in gait classification in running compared to walking in children with unilateral spastic cerebral palsy,Gait & Posture,2019,67:104-111,http://dx.doi.org/10.1016/j.gaitpost.2018.09.031
2111,GAIT/LOCOMOTION,"['Zeitoune, G', 'Nadal, J', 'Batista, LA', 'Metsavaht, L', 'Moraes, AP', 'Leporace, G']",Prediction of mild anatomical leg length discrepancy based on gait kinematics and linear regression model,Gait & Posture,2019,67:117-121,http://dx.doi.org/10.1016/j.gaitpost.2018.09.027
2112,GAIT/LOCOMOTION,"['Kowalski, E', 'Catelli, DS', 'Lamontagne, M']",Side does not matter in healthy young and older individuals - examining the importance of how we match limbs during gait studies,Gait & Posture,2019,67:133-136,http://dx.doi.org/10.1016/j.gaitpost.2018.10.008
2113,GAIT/LOCOMOTION,"['Davis, K', 'Williams, JL', 'Sanford, BA', 'Zucker-Levin, A']",Assessing lower extremity coordination and coordination variability in individuals with anterior cruciate ligament reconstruction during walking,Gait & Posture,2019,67:154-159,http://dx.doi.org/10.1016/j.gaitpost.2018.10.010
2114,GAIT/LOCOMOTION,"['Torp, DM', 'Thomas, AC', 'Donovan, L']",External feedback during walking improves measures of plantar pressure in individuals with chronic ankle instability,Gait & Posture,2019,67:236-241,http://dx.doi.org/10.1016/j.gaitpost.2018.10.023
2115,GAIT/LOCOMOTION,"['Eggleston, JD', 'Landers, MR', 'Bates, BT', 'Nagelhout, E', 'Dufek, JS']",Weighted walking influences lower extremity coordination in children on the autism spectrum,Perceptual And Motor Skills,2018,125:1103-1122,http://dx.doi.org/10.1177/0031512518803178
2116,GAIT/LOCOMOTION,"['Boyne, P', 'Maloney, T', 'DiFrancesco, M', 'Fox, MD', 'Awosika, O', 'Aggarwal, P', 'Woeste, J', 'Jaroch, L', 'Braswell, D', 'Vannest, J']",Resting-state functional connectivity of subcortical locomotor centers explains variance in walking capacity,Human Brain Mapping,2018,39:4831-4843,http://dx.doi.org/10.1002/hbm.24326
2117,GAIT/LOCOMOTION,"['Easthope, CS', 'Traini, LR', 'Awai, L', 'Franz, M', 'Rauter, G', 'Curt, A', 'Bolliger, M']",Overground walking patterns after chronic incomplete spinal cord injury show distinct response patterns to unloading,Journal Of Neuroengineering And Rehabilitation,2018,15:00,http://dx.doi.org/10.1186/s12984-018-0436-1
2118,GAIT/LOCOMOTION,"['Crawford, R', 'Gizzi, L', 'Dieterich, A', 'Mhuiris, AN', 'Falla, D']",Age-related changes in trunk muscle activity and spinal and lower limb kinematics during gait,Plos One,2018,13:00,http://dx.doi.org/10.1371/journal.pone.0206514
